id_transaccion,id_cliente,id_producto,fecha_venta,unidades,importe,descuento,almacen,promocion
7006927,110838,2273,20/04/2024,1,9.49,0.0,1,primavera_2024
7006928,112288,2208,16/04/2024,1,13.06,0.0,3,primavera_2024
7006929,112085,3499,23/04/2024,1,16.86,0.0,3,primavera_2024
7006930,106170,2241,28/03/2024,1,8.37,0.0,1,primavera_2024
7006931,114305,2235,30/03/2024,1,6.28,15.0,4,primavera_2024
7006932,107318,2132,14/04/2024,4,14.67,0.0,5,primavera_2024
7006933,101309,3622,01/05/2024,1,18.69,0.0,1,primavera_2024
7006934,107515,2276,15/04/2024,1,18.3,20.0,4,primavera_2024
7006935,100073,2036,24/04/2024,1,14.73,0.0,5,primavera_2024
7006936,114886,2250,17/04/2024,1,20.86,20.0,3,primavera_2024
7006937,105183,2358,07/05/2024,1,10.01,10.0,2,primavera_2024
7006938,109919,2297,24/04/2024,3,8.15,5.0,1,primavera_2024
7006939,112214,2216,19/04/2024,1,16.91,15.0,1,primavera_2024
7006940,102099,2308,11/04/2024,4,15.34,5.0,4,primavera_2024
7006941,100912,2121,10/05/2024,3,13.78,5.0,2,primavera_2024
7006942,110153,2325,14/04/2024,1,8.36,0.0,2,primavera_2024
7006943,110842,2089,23/04/2024,2,2.98,5.0,2,primavera_2024
7006944,103923,2356,23/04/2024,2,10.49,0.0,2,primavera_2024
7006945,109361,2338,21/04/2024,1,19.16,15.0,1,primavera_2024
7006946,108158,2287,09/05/2024,1,24.98,0.0,1,primavera_2024
7006947,103515,2134,19/04/2024,1,20.0,0.0,2,primavera_2024
7006948,106909,2087,05/05/2024,1,5.2,0.0,2,primavera_2024
7006949,112429,2356,30/04/2024,1,10.49,10.0,2,primavera_2024
7006950,102001,2732,11/05/2024,1,2.18,15.0,2,primavera_2024
7006951,115003,3024,27/03/2024,2,17.41,15.0,2,primavera_2024
7006952,110575,2210,31/03/2024,3,2.29,5.0,1,primavera_2024
7006953,114973,2571,23/03/2024,5,8.54,10.0,2,primavera_2024
7006954,115026,2187,07/04/2024,2,14.36,0.0,2,primavera_2024
7006955,112619,2332,11/04/2024,2,10.31,20.0,1,primavera_2024
7006956,104086,2097,24/04/2024,3,22.51,0.0,3,primavera_2024
7006957,107561,2418,23/05/2024,1,21.7,15.0,4,primavera_2024
7006958,102358,3350,09/04/2024,1,20.09,5.0,4,primavera_2024
7006959,114498,2010,21/05/2024,1,1.66,5.0,1,primavera_2024
7006960,111400,2200,02/05/2024,1,22.18,0.0,3,primavera_2024
7006961,101214,2125,06/05/2024,1,21.08,15.0,1,primavera_2024
7006962,108859,2300,18/05/2024,1,23.37,15.0,1,primavera_2024
7006963,105645,2509,20/04/2024,3,2.97,0.0,3,primavera_2024
7006964,103174,2293,10/05/2024,4,21.13,0.0,2,primavera_2024
7006965,108974,2002,12/04/2024,2,4.87,0.0,2,primavera_2024
7006966,107824,2352,20/04/2024,1,6.23,0.0,4,primavera_2024
7006967,104822,2174,28/03/2024,2,24.52,20.0,2,primavera_2024
7006968,105261,2046,03/05/2024,2,10.6,0.0,1,primavera_2024
7006969,103667,2268,25/05/2024,1,15.97,0.0,1,primavera_2024
7006970,110834,2037,29/04/2024,1,0.89,0.0,1,primavera_2024
7006971,111491,2082,06/05/2024,1,8.87,0.0,1,primavera_2024
7006972,111584,2124,03/04/2024,4,12.45,10.0,1,primavera_2024
7006973,103091,2308,02/04/2024,1,15.34,0.0,1,primavera_2024
7006974,107250,2132,12/05/2024,4,14.67,15.0,1,primavera_2024
7006975,106056,2021,05/04/2024,2,14.21,10.0,2,primavera_2024
7006976,100227,2112,10/05/2024,1,5.99,0.0,5,primavera_2024
7006977,113053,3203,10/05/2024,3,18.21,5.0,2,primavera_2024
7006978,112349,2105,03/05/2024,2,9.93,0.0,1,primavera_2024
7006979,106888,2833,03/05/2024,4,17.75,0.0,1,primavera_2024
7006980,113628,2036,20/03/2024,1,14.73,0.0,2,primavera_2024
7006981,108078,2884,02/05/2024,2,16.49,10.0,3,primavera_2024
7006982,114898,3646,09/04/2024,1,8.46,5.0,5,primavera_2024
7006983,105440,2341,11/04/2024,1,22.51,15.0,3,primavera_2024
7006984,109059,2181,16/04/2024,1,8.44,0.0,3,primavera_2024
7006985,-1,3588,28/05/2024,1,8.98,0.0,1,primavera_2024
7006986,112800,2138,13/04/2024,3,7.32,20.0,2,primavera_2024
7006987,106189,3834,29/03/2024,1,5.64,15.0,2,primavera_2024
7006988,103309,2114,27/04/2024,3,6.47,0.0,1,primavera_2024
7006989,112404,2168,21/04/2024,1,14.02,0.0,2,primavera_2024
7006990,105373,3646,26/03/2024,1,8.46,5.0,2,primavera_2024
7006991,100225,2012,23/04/2024,2,6.44,15.0,4,primavera_2024
7006992,105287,3415,21/04/2024,1,20.5,0.0,1,primavera_2024
7006993,110701,2288,02/04/2024,1,24.31,10.0,2,primavera_2024
7006994,110509,2100,01/05/2024,5,7.03,20.0,2,primavera_2024
7006995,108252,2326,20/03/2024,3,22.86,0.0,1,primavera_2024
7006996,105486,2283,29/04/2024,2,16.85,0.0,4,primavera_2024
7006997,103734,2227,19/03/2024,2,10.17,10.0,2,primavera_2024
7006998,113897,2297,13/05/2024,4,8.15,10.0,1,primavera_2024
7006999,105717,2150,28/04/2024,3,20.36,0.0,2,primavera_2024
7007000,107649,2286,18/04/2024,4,11.94,0.0,4,primavera_2024
7007001,110634,3536,17/04/2024,1,10.69,5.0,1,primavera_2024
7007002,112101,3616,02/05/2024,1,8.2,15.0,4,primavera_2024
7007003,104225,2118,08/05/2024,1,18.71,0.0,2,primavera_2024
7007004,114049,2174,05/04/2024,1,24.52,0.0,2,primavera_2024
7007005,109771,2034,07/04/2024,4,5.19,0.0,2,primavera_2024
7007006,110455,2046,25/04/2024,1,10.6,0.0,3,primavera_2024
7007007,107619,2200,14/05/2024,1,22.18,0.0,1,primavera_2024
7007008,102065,2090,16/04/2024,2,5.87,10.0,2,primavera_2024
7007009,104012,2026,20/04/2024,3,2.94,0.0,1,primavera_2024
7007010,100477,2114,21/03/2024,2,6.47,5.0,3,primavera_2024
7007011,113177,2174,30/04/2024,3,24.52,5.0,1,primavera_2024
7007012,100009,2278,20/05/2024,1,1.34,5.0,1,primavera_2024
7007013,106000,2346,16/05/2024,2,9.69,0.0,1,primavera_2024
7007014,112217,2366,06/04/2024,1,8.57,5.0,2,primavera_2024
7007015,115015,2096,18/05/2024,4,20.94,5.0,3,primavera_2024
7007016,102610,3209,12/04/2024,1,24.5,0.0,3,primavera_2024
7007017,100292,2270,06/05/2024,1,24.72,0.0,2,primavera_2024
7007018,106282,2344,17/04/2024,1,23.39,0.0,5,primavera_2024
7007019,109002,2260,29/04/2024,4,22.68,10.0,2,primavera_2024
7007020,103330,2340,12/04/2024,2,4.52,0.0,1,primavera_2024
7007021,113428,2100,20/05/2024,1,7.03,0.0,1,primavera_2024
7007022,110573,2406,15/04/2024,1,9.02,0.0,1,primavera_2024
7007023,113885,2197,05/05/2024,1,16.06,10.0,1,primavera_2024
7007024,104466,2245,27/04/2024,1,8.66,5.0,5,primavera_2024
7007025,115217,3194,10/04/2024,4,11.57,20.0,3,primavera_2024
7007026,110548,2126,15/04/2024,1,2.55,10.0,4,primavera_2024
7007027,104438,3105,22/05/2024,2,20.75,0.0,1,primavera_2024
7007028,103080,2369,22/04/2024,1,21.05,10.0,1,primavera_2024
7007029,102199,2711,15/04/2024,1,11.99,15.0,2,primavera_2024
7007030,106183,2341,29/03/2024,2,22.51,15.0,2,primavera_2024
7007031,101690,2169,10/05/2024,1,12.7,0.0,1,primavera_2024
7007032,105121,2944,04/04/2024,1,24.25,0.0,1,primavera_2024
7007033,110473,2138,18/05/2024,1,7.32,0.0,1,primavera_2024
7007034,107029,2068,06/04/2024,1,4.98,15.0,1,primavera_2024
7007035,103572,2161,07/04/2024,1,19.19,5.0,3,primavera_2024
7007036,105655,2217,22/05/2024,1,24.22,0.0,3,primavera_2024
7007037,110712,2077,14/04/2024,1,10.71,5.0,1,primavera_2024
7007038,106518,2250,05/04/2024,3,20.86,0.0,2,primavera_2024
7007039,101232,2013,18/04/2024,1,6.29,5.0,1,primavera_2024
7007040,114829,2177,27/04/2024,1,0.87,0.0,1,primavera_2024
7007041,109606,2260,08/04/2024,3,22.68,15.0,4,primavera_2024
7007042,110343,2003,08/04/2024,1,11.34,15.0,4,primavera_2024
7007043,111626,2034,23/04/2024,2,5.19,0.0,2,primavera_2024
7007044,110035,2282,30/04/2024,1,5.39,10.0,5,primavera_2024
7007045,113078,2143,03/04/2024,1,10.91,0.0,3,primavera_2024
7007046,109175,2290,10/05/2024,5,4.52,0.0,2,primavera_2024
7007047,108044,2069,03/05/2024,4,10.78,10.0,2,primavera_2024
7007048,107796,2778,04/04/2024,2,13.77,5.0,3,primavera_2024
7007049,107160,2328,25/04/2024,1,23.24,10.0,5,primavera_2024
7007050,114640,2192,03/05/2024,2,20.84,15.0,3,primavera_2024
7007051,111186,3335,10/04/2024,1,12.24,20.0,2,primavera_2024
7007052,108399,2344,23/05/2024,5,23.39,5.0,2,primavera_2024
7007053,110657,2039,08/05/2024,2,1.91,0.0,1,primavera_2024
7007054,105731,2172,10/04/2024,4,7.42,15.0,1,primavera_2024
7007055,114911,2463,02/04/2024,1,3.42,5.0,2,primavera_2024
7007056,110279,2210,17/04/2024,2,2.29,0.0,1,primavera_2024
7007057,104666,2202,08/04/2024,2,1.97,5.0,1,primavera_2024
7007058,115152,2154,09/05/2024,1,4.33,15.0,3,primavera_2024
7007059,108282,3701,14/04/2024,5,2.08,0.0,1,primavera_2024
7007060,107565,2204,08/05/2024,1,14.86,5.0,1,primavera_2024
7007061,105142,2038,17/04/2024,1,4.28,0.0,5,primavera_2024
7007062,114239,2155,31/03/2024,3,17.81,15.0,2,primavera_2024
7007063,100656,2075,10/04/2024,2,2.44,10.0,3,primavera_2024
7007064,102598,2146,02/05/2024,5,7.75,10.0,1,primavera_2024
7007065,114637,2212,27/04/2024,2,21.38,0.0,1,primavera_2024
7007066,103654,2812,10/04/2024,1,17.85,0.0,5,primavera_2024
7007067,112920,2186,12/05/2024,2,14.5,15.0,4,primavera_2024
7007068,108929,2231,10/04/2024,1,17.87,0.0,1,primavera_2024
7007069,107981,2269,19/03/2024,1,5.43,10.0,1,primavera_2024
7007070,112771,2247,09/05/2024,1,12.95,0.0,1,primavera_2024
7007071,109406,2914,09/04/2024,3,4.68,15.0,1,primavera_2024
7007072,105322,2249,03/05/2024,1,16.71,10.0,4,primavera_2024
7007073,104382,3075,06/05/2024,3,7.91,0.0,4,primavera_2024
7007074,105545,2410,26/04/2024,2,5.06,20.0,2,primavera_2024
7007075,100120,2132,23/05/2024,4,14.67,5.0,1,primavera_2024
7007076,115107,3296,10/04/2024,1,12.62,15.0,2,primavera_2024
7007077,113765,2322,12/05/2024,1,3.85,0.0,2,primavera_2024
7007078,112873,3387,30/04/2024,1,19.36,0.0,1,primavera_2024
7007079,114263,2021,13/04/2024,2,14.21,0.0,1,primavera_2024
7007080,111287,2104,18/04/2024,2,1.43,0.0,1,primavera_2024
7007081,105613,2302,23/04/2024,2,14.78,0.0,3,primavera_2024
7007082,102137,2238,08/04/2024,3,20.0,0.0,1,primavera_2024
7007083,100084,2162,06/04/2024,1,16.04,10.0,4,primavera_2024
7007084,114486,2188,11/05/2024,3,20.89,0.0,1,primavera_2024
7007085,103798,2338,13/05/2024,5,19.16,15.0,2,primavera_2024
7007086,109593,2253,27/04/2024,1,11.8,10.0,1,primavera_2024
7007087,109664,2365,28/05/2024,1,0.89,0.0,5,primavera_2024
7007088,114906,2055,26/03/2024,1,13.03,10.0,2,primavera_2024
7007089,102891,2004,27/03/2024,1,15.33,15.0,2,primavera_2024
7007090,103228,2289,21/04/2024,1,19.3,0.0,3,primavera_2024
7007091,101250,2189,14/05/2024,3,15.7,5.0,2,primavera_2024
7007092,100701,2232,18/05/2024,1,20.87,0.0,2,primavera_2024
7007093,104665,2190,22/04/2024,1,22.62,0.0,1,primavera_2024
7007094,109035,2259,20/05/2024,2,22.97,0.0,3,primavera_2024
7007095,107671,2298,13/05/2024,2,13.11,5.0,3,primavera_2024
7007096,106187,2026,09/05/2024,2,2.94,5.0,1,primavera_2024
7007097,110918,3204,20/04/2024,2,8.84,5.0,2,primavera_2024
7007098,113931,2290,19/04/2024,1,4.52,5.0,1,primavera_2024
7007099,111952,2368,03/04/2024,4,18.14,0.0,1,primavera_2024
7007100,102482,2153,12/04/2024,1,23.71,0.0,3,primavera_2024
7007101,112172,2056,11/05/2024,2,10.74,5.0,2,primavera_2024
7007102,108911,2108,19/05/2024,2,10.79,5.0,3,primavera_2024
7007103,102633,2042,18/04/2024,4,4.67,0.0,4,primavera_2024
7007104,107083,2359,11/05/2024,1,1.75,0.0,2,primavera_2024
7007105,100152,2056,26/04/2024,1,10.74,15.0,1,primavera_2024
7007106,107892,3252,06/04/2024,4,10.25,0.0,1,primavera_2024
7007107,110656,2212,31/03/2024,2,21.38,0.0,3,primavera_2024
7007108,109027,2262,16/05/2024,2,3.21,0.0,4,primavera_2024
7007109,114329,3150,28/03/2024,2,13.67,0.0,2,primavera_2024
7007110,104733,2069,31/03/2024,4,10.78,15.0,2,primavera_2024
7007111,106592,2278,04/05/2024,1,1.34,10.0,1,primavera_2024
7007112,109080,2188,30/04/2024,2,20.89,0.0,1,primavera_2024
7007113,111039,3086,02/04/2024,2,23.07,10.0,1,primavera_2024
7007114,112940,3088,25/05/2024,1,15.73,10.0,4,primavera_2024
7007115,111981,3587,14/05/2024,5,21.78,0.0,1,primavera_2024
7007116,107882,2041,02/05/2024,4,7.91,0.0,4,primavera_2024
7007117,108555,2294,30/03/2024,2,16.44,0.0,4,primavera_2024
7007118,111864,2044,11/04/2024,3,12.22,0.0,2,primavera_2024
7007119,107832,2251,05/05/2024,2,9.42,0.0,2,primavera_2024
7007120,108617,2184,16/05/2024,1,2.3,10.0,3,primavera_2024
7007121,111616,2193,16/04/2024,2,20.19,15.0,2,primavera_2024
7007122,114796,2085,25/04/2024,3,5.25,0.0,2,primavera_2024
7007123,103361,2351,06/05/2024,1,11.43,20.0,2,primavera_2024
7007124,104431,2329,19/03/2024,1,21.34,20.0,1,primavera_2024
7007125,112776,2051,16/05/2024,1,4.12,15.0,4,primavera_2024
7007126,113278,2251,21/04/2024,1,9.42,5.0,2,primavera_2024
7007127,109018,2201,16/04/2024,1,5.81,15.0,1,primavera_2024
7007128,102510,2122,06/05/2024,1,21.48,10.0,2,primavera_2024
7007129,104114,2122,10/04/2024,1,21.48,15.0,3,primavera_2024
7007130,101579,2220,12/05/2024,1,15.41,0.0,2,primavera_2024
7007131,106163,2142,02/05/2024,2,2.77,10.0,3,primavera_2024
7007132,111221,2222,17/05/2024,1,18.64,0.0,1,primavera_2024
7007133,109018,2276,29/03/2024,1,18.3,15.0,4,primavera_2024
7007134,108860,2242,18/05/2024,2,24.56,0.0,3,primavera_2024
7007135,103546,2877,15/05/2024,1,17.84,0.0,2,primavera_2024
7007136,114387,2209,28/04/2024,1,16.25,0.0,2,primavera_2024
7007137,102349,2218,08/04/2024,2,5.98,10.0,4,primavera_2024
7007138,113048,2083,16/04/2024,2,14.16,10.0,4,primavera_2024
7007139,108355,2206,06/04/2024,1,3.72,10.0,2,primavera_2024
7007140,111405,2069,04/05/2024,1,10.78,10.0,4,primavera_2024
7007141,110509,2301,22/04/2024,1,22.03,10.0,1,primavera_2024
7007142,101781,2320,23/03/2024,5,23.88,10.0,2,primavera_2024
7007143,111960,2058,12/04/2024,1,15.75,5.0,1,primavera_2024
7007144,100774,2183,28/04/2024,1,6.18,5.0,5,primavera_2024
7007145,115006,2016,04/04/2024,1,3.11,0.0,2,primavera_2024
7007146,103257,2328,04/05/2024,2,23.24,10.0,1,primavera_2024
7007147,101363,2091,19/05/2024,4,8.37,5.0,4,primavera_2024
7007148,112366,2441,09/05/2024,1,12.19,0.0,1,primavera_2024
7007149,108363,2235,04/05/2024,1,6.28,0.0,1,primavera_2024
7007150,103278,2036,11/04/2024,1,14.73,20.0,2,primavera_2024
7007151,105114,3711,28/04/2024,4,17.63,0.0,1,primavera_2024
7007152,102106,2364,11/04/2024,3,22.89,5.0,3,primavera_2024
7007153,112489,2085,26/04/2024,1,5.25,10.0,5,primavera_2024
7007154,109364,2220,22/05/2024,1,15.41,15.0,3,primavera_2024
7007155,104513,3378,02/04/2024,1,8.44,10.0,4,primavera_2024
7007156,112981,2316,25/04/2024,2,11.75,15.0,5,primavera_2024
7007157,109172,2229,10/05/2024,2,13.54,15.0,1,primavera_2024
7007158,109279,2207,22/04/2024,1,1.77,5.0,3,primavera_2024
7007159,107616,2230,20/03/2024,1,11.18,10.0,1,primavera_2024
7007160,110299,2027,28/03/2024,1,9.77,5.0,2,primavera_2024
7007161,104566,2358,28/04/2024,1,10.01,0.0,2,primavera_2024
7007162,112819,3185,19/04/2024,1,5.29,15.0,2,primavera_2024
7007163,110271,2259,09/04/2024,2,22.97,0.0,1,primavera_2024
7007164,102061,3150,27/05/2024,2,13.67,5.0,4,primavera_2024
7007165,115033,2066,17/05/2024,1,14.49,0.0,1,primavera_2024
7007166,106846,2278,28/03/2024,1,1.34,5.0,1,primavera_2024
7007167,102806,2146,12/04/2024,2,7.75,10.0,1,primavera_2024
7007168,113448,2050,05/04/2024,3,1.68,10.0,5,primavera_2024
7007169,100293,2409,28/04/2024,4,14.01,0.0,1,primavera_2024
7007170,100897,2219,27/04/2024,4,20.27,0.0,3,primavera_2024
7007171,102126,2011,10/05/2024,1,15.76,0.0,3,primavera_2024
7007172,110326,2354,28/05/2024,2,10.62,20.0,1,primavera_2024
7007173,113972,2711,18/04/2024,5,11.99,10.0,5,primavera_2024
7007174,106507,3677,29/03/2024,1,0.73,5.0,1,primavera_2024
7007175,113756,2145,02/04/2024,2,18.59,10.0,1,primavera_2024
7007176,108799,2148,07/04/2024,3,14.55,20.0,4,primavera_2024
7007177,108134,2189,05/04/2024,1,15.7,5.0,4,primavera_2024
7007178,111090,2223,24/04/2024,3,8.84,0.0,5,primavera_2024
7007179,112813,2342,28/03/2024,4,14.18,0.0,1,primavera_2024
7007180,107015,2022,25/04/2024,1,4.67,0.0,3,primavera_2024
7007181,107234,3164,21/04/2024,2,2.03,0.0,1,primavera_2024
7007182,107638,2204,17/04/2024,2,14.86,0.0,4,primavera_2024
7007183,105462,3688,30/03/2024,2,22.13,15.0,3,primavera_2024
7007184,104124,3727,07/05/2024,1,13.58,15.0,5,primavera_2024
7007185,111889,3325,03/05/2024,3,7.19,0.0,1,primavera_2024
7007186,114491,2306,22/04/2024,1,9.63,0.0,2,primavera_2024
7007187,114689,3363,05/04/2024,1,17.22,5.0,5,primavera_2024
7007188,100533,2506,26/03/2024,4,2.3,0.0,4,primavera_2024
7007189,101014,2154,12/04/2024,1,4.33,0.0,2,primavera_2024
7007190,107832,2174,23/04/2024,3,24.52,0.0,1,primavera_2024
7007191,100435,2240,12/05/2024,2,11.83,15.0,3,primavera_2024
7007192,104484,2368,27/04/2024,3,18.14,0.0,2,primavera_2024
7007193,114586,2365,20/04/2024,1,0.89,0.0,1,primavera_2024
7007194,108424,2078,22/04/2024,2,14.98,15.0,1,primavera_2024
7007195,109489,2007,26/04/2024,1,2.51,0.0,1,primavera_2024
7007196,106717,2232,15/05/2024,1,20.87,0.0,2,primavera_2024
7007197,112342,2239,26/04/2024,1,1.88,5.0,2,primavera_2024
7007198,110202,2232,11/04/2024,1,20.87,0.0,1,primavera_2024
7007199,115003,2216,28/03/2024,2,16.91,10.0,3,primavera_2024
7007200,106726,2171,09/05/2024,1,7.26,5.0,3,primavera_2024
7007201,111585,2214,11/04/2024,2,8.15,5.0,1,primavera_2024
7007202,109597,3743,18/04/2024,3,17.37,0.0,1,primavera_2024
7007203,112636,2205,31/03/2024,1,21.52,15.0,1,primavera_2024
7007204,103721,2273,03/05/2024,1,9.49,5.0,1,primavera_2024
7007205,103078,2353,07/04/2024,2,14.64,5.0,1,primavera_2024
7007206,105041,2269,04/05/2024,1,5.43,5.0,2,primavera_2024
7007207,105545,2022,03/05/2024,1,4.67,0.0,1,primavera_2024
7007208,106977,2068,04/05/2024,1,4.98,5.0,2,primavera_2024
7007209,101675,2109,07/04/2024,3,10.44,20.0,4,primavera_2024
7007210,105353,2060,16/05/2024,2,3.54,0.0,1,primavera_2024
7007211,109393,2343,17/04/2024,1,18.76,20.0,3,primavera_2024
7007212,106885,2120,30/04/2024,1,3.88,0.0,2,primavera_2024
7007213,108564,2159,22/04/2024,3,2.46,0.0,2,primavera_2024
7007214,114240,2249,24/04/2024,1,16.71,15.0,3,primavera_2024
7007215,101848,2097,06/04/2024,1,22.51,10.0,1,primavera_2024
7007216,102629,2328,21/04/2024,2,23.24,0.0,2,primavera_2024
7007217,108681,3492,11/05/2024,4,10.3,5.0,3,primavera_2024
7007218,102676,2361,21/04/2024,2,24.06,15.0,5,primavera_2024
7007219,105955,2301,04/05/2024,1,22.03,10.0,2,primavera_2024
7007220,106639,2284,29/03/2024,3,17.93,0.0,4,primavera_2024
7007221,113522,2037,05/05/2024,1,0.89,0.0,2,primavera_2024
7007222,111645,2208,14/04/2024,4,13.06,0.0,1,primavera_2024
7007223,106244,3418,23/04/2024,3,5.09,5.0,3,primavera_2024
7007224,114205,2294,11/05/2024,1,16.44,0.0,3,primavera_2024
7007225,109488,2769,02/04/2024,3,19.83,0.0,1,primavera_2024
7007226,107027,2050,20/05/2024,2,1.68,5.0,2,primavera_2024
7007227,105351,2091,18/05/2024,1,8.37,0.0,1,primavera_2024
7007228,106312,2175,02/04/2024,3,9.95,5.0,3,primavera_2024
7007229,109382,2238,29/04/2024,2,20.0,10.0,3,primavera_2024
7007230,110564,2202,02/04/2024,5,1.97,0.0,1,primavera_2024
7007231,101800,2123,24/04/2024,3,21.4,0.0,1,primavera_2024
7007232,109599,2057,26/04/2024,3,13.89,0.0,1,primavera_2024
7007233,102078,2069,15/05/2024,1,10.78,10.0,5,primavera_2024
7007234,111034,2330,02/04/2024,4,16.37,0.0,1,primavera_2024
7007235,106903,2186,03/05/2024,1,14.5,0.0,1,primavera_2024
7007236,102301,2273,04/04/2024,4,9.49,0.0,2,primavera_2024
7007237,110588,2190,02/04/2024,1,22.62,5.0,1,primavera_2024
7007238,111874,2155,22/05/2024,1,17.81,0.0,2,primavera_2024
7007239,107668,2165,29/03/2024,5,16.6,0.0,2,primavera_2024
7007240,101929,2013,25/05/2024,1,6.29,10.0,1,primavera_2024
7007241,106273,2197,14/04/2024,1,16.06,15.0,2,primavera_2024
7007242,108570,3626,25/04/2024,1,7.58,20.0,1,primavera_2024
7007243,102703,2699,05/04/2024,1,15.52,0.0,1,primavera_2024
7007244,112825,2342,22/03/2024,2,14.18,0.0,1,primavera_2024
7007245,111151,2076,27/04/2024,2,9.51,15.0,1,primavera_2024
7007246,107633,2947,24/04/2024,1,0.0,15.0,1,primavera_2024
7007247,106032,2791,30/04/2024,1,24.59,0.0,3,primavera_2024
7007248,111897,3761,17/04/2024,4,16.76,5.0,3,primavera_2024
7007249,108062,2332,06/05/2024,1,10.31,15.0,1,primavera_2024
7007250,108739,2327,19/04/2024,1,19.8,15.0,3,primavera_2024
7007251,103963,2034,13/05/2024,1,5.19,5.0,2,primavera_2024
7007252,114195,2023,29/04/2024,1,4.64,0.0,2,primavera_2024
7007253,101113,2967,09/05/2024,1,10.71,0.0,2,primavera_2024
7007254,102287,2329,14/04/2024,2,21.34,0.0,4,primavera_2024
7007255,109464,2237,11/04/2024,1,21.66,0.0,1,primavera_2024
7007256,111478,2142,16/05/2024,1,2.77,0.0,1,primavera_2024
7007257,109883,2361,11/05/2024,1,24.06,0.0,1,primavera_2024
7007258,106269,3346,19/05/2024,4,9.66,5.0,5,primavera_2024
7007259,112488,3512,07/05/2024,1,7.24,20.0,1,primavera_2024
7007260,101028,2048,12/04/2024,3,1.58,0.0,4,primavera_2024
7007261,105807,2081,30/04/2024,1,7.65,5.0,2,primavera_2024
7007262,104516,3256,10/05/2024,2,22.94,0.0,2,primavera_2024
7007263,101462,2243,16/04/2024,2,9.41,0.0,1,primavera_2024
7007264,109496,2366,21/04/2024,1,8.57,5.0,2,primavera_2024
7007265,110386,2212,10/04/2024,4,21.38,0.0,4,primavera_2024
7007266,102605,2831,03/05/2024,1,4.69,15.0,3,primavera_2024
7007267,-1,2034,30/04/2024,1,5.19,5.0,2,primavera_2024
7007268,109560,3396,27/04/2024,2,9.03,5.0,1,primavera_2024
7007269,108040,2040,07/05/2024,2,12.38,0.0,5,primavera_2024
7007270,100723,2122,21/05/2024,1,21.48,0.0,2,primavera_2024
7007271,111771,2260,25/04/2024,2,22.68,0.0,2,primavera_2024
7007272,101923,2269,21/05/2024,1,5.43,0.0,1,primavera_2024
7007273,109339,2295,20/05/2024,2,16.22,15.0,2,primavera_2024
7007274,114220,2286,17/04/2024,1,11.94,10.0,1,primavera_2024
7007275,101012,2257,29/03/2024,1,1.79,5.0,1,primavera_2024
7007276,109327,2705,02/05/2024,2,2.56,10.0,4,primavera_2024
7007277,108368,2106,04/04/2024,2,9.41,10.0,5,primavera_2024
7007278,114141,2307,09/05/2024,2,12.74,0.0,1,primavera_2024
7007279,101648,2239,09/05/2024,2,1.88,0.0,1,primavera_2024
7007280,106281,2047,14/05/2024,1,8.56,0.0,5,primavera_2024
7007281,115001,2007,15/03/2024,1,2.51,5.0,1,primavera_2024
7007282,103128,2307,31/03/2024,1,12.74,0.0,1,primavera_2024
7007283,115144,3056,16/05/2024,2,10.69,0.0,2,primavera_2024
7007284,111528,2362,09/05/2024,1,10.21,0.0,1,primavera_2024
7007285,114660,2068,18/04/2024,1,4.98,5.0,1,primavera_2024
7007286,109803,2410,01/04/2024,1,5.06,15.0,1,primavera_2024
7007287,107576,2248,07/04/2024,1,24.99,0.0,1,primavera_2024
7007288,114217,2012,07/05/2024,3,6.44,0.0,1,primavera_2024
7007289,108935,2229,29/04/2024,1,13.54,15.0,3,primavera_2024
7007290,114652,2181,18/04/2024,5,8.44,15.0,1,primavera_2024
7007291,100619,2019,07/05/2024,4,6.77,0.0,2,primavera_2024
7007292,102894,2167,20/04/2024,2,3.46,15.0,2,primavera_2024
7007293,106318,2617,02/05/2024,2,18.79,0.0,4,primavera_2024
7007294,102222,3245,16/04/2024,1,8.27,10.0,2,primavera_2024
7007295,108600,3139,22/05/2024,3,22.88,15.0,2,primavera_2024
7007296,100768,2298,03/04/2024,1,13.11,5.0,5,primavera_2024
7007297,105232,3774,05/04/2024,1,18.05,5.0,1,primavera_2024
7007298,103489,2312,09/04/2024,3,4.67,0.0,2,primavera_2024
7007299,104970,2066,19/05/2024,2,14.49,5.0,2,primavera_2024
7007300,106560,2032,08/05/2024,4,4.65,5.0,1,primavera_2024
7007301,108375,2280,27/04/2024,2,10.24,0.0,4,primavera_2024
7007302,107742,2140,22/04/2024,1,22.06,0.0,1,primavera_2024
7007303,110070,2072,10/05/2024,1,1.36,0.0,2,primavera_2024
7007304,106309,2348,10/04/2024,1,24.46,10.0,3,primavera_2024
7007305,104799,2107,23/04/2024,2,12.91,5.0,2,primavera_2024
7007306,110996,2234,13/04/2024,2,2.36,0.0,4,primavera_2024
7007307,105601,2323,02/05/2024,3,1.78,0.0,3,primavera_2024
7007308,108884,2159,01/05/2024,3,2.46,0.0,2,primavera_2024
7007309,114055,2075,31/03/2024,4,2.44,15.0,1,primavera_2024
7007310,104873,2359,01/04/2024,1,1.75,0.0,1,primavera_2024
7007311,103077,2276,03/05/2024,1,18.3,15.0,1,primavera_2024
7007312,110897,2129,28/04/2024,5,19.63,10.0,3,primavera_2024
7007313,107367,2303,05/04/2024,1,21.25,0.0,3,primavera_2024
