pedido_id,cliente_id,tienda_id,fecha_pedido,estado,total_bruto,total_descuentos,total_neto,metodo_pago,codigo_postal_envio,hora_entrega
5003398,112263.0,2,2024-06-06 13:48:52,entregado,27.83,0.0,27.83,bizum,28020,2024-06-06 14:57:44
5003399,109020.0,1,2024-07-15 20:16:49,entregado,29.3,0.0,29.3,tarjeta,08012,2024-07-15 21:35:17
5003400,114139.0,2,2024-08-07 11:16:09,entregado,28.85,0.0,28.85,tarjeta,28050,2024-08-07 13:01:47
5003401,107593.0,1,2024-08-25 19:38:39,entregado,52.18,0.0,52.18,tarjeta,08028,2024-08-25 21:35:59
5003402,102311.0,3,2024-07-23 21:54:06,entregado,34.69,0.0,34.69,efectivo_entrega,46010,2024-07-24 00:00:00
5003403,109930.0,1,2024-08-14 10:12:55,cancelado,16.58,0.0,16.58,paypal,08008,
5003404,101523.0,1,2024-05-31 11:56:42,cancelado,37.4,0.0,37.4,efectivo_entrega,08023,
5003405,,2,2024-07-24 17:00:36,entregado,80.29,12.04,68.25,tarjeta,28014,2024-07-24 19:36:55
5003406,113219.0,2,2024-06-15 17:02:06,entregado,54.52,0.0,54.52,bizum,28001,2024-06-15 19:29:11
5003407,104554.0,2,2024-08-16 19:20:07,entregado,23.01,0.0,23.01,tarjeta,28036,2024-08-16 20:39:50
5003408,114123.0,1,2024-06-12 13:42:16,entregado,21.8,1.09,20.71,tarjeta,08024,2024-06-12 16:30:02
5003409,109322.0,2,2024-07-22 16:52:18,entregado,51.72,0.0,51.72,efectivo_entrega,28013,2024-07-22 19:57:24
5003410,100182.0,1,2024-06-16 11:55:38,entregado,13.26,0.66,12.6,tarjeta,08012,2024-06-16 13:50:14
5003411,104376.0,2,2024-06-28 17:49:31,entregado,27.52,0.0,27.52,tarjeta,28016,2024-06-28 18:58:22
5003412,108450.0,1,11/06/2024 11:19,entregado,90.73,4.54,86.19,Tarjeta,08025,2024-06-11 13:41:40
5003413,106937.0,2,2024-06-04 14:50:38,entregado,22.49,1.12,21.37,tarjeta,28004,2024-06-04 17:30:17
5003414,104245.0,5,2024-06-02 11:06:04,entregado,102.23,0.0,102.23,tarjeta,48009,2024-06-02 12:52:03
5003415,106910.0,1,2024-07-26 17:17:44,entregado,84.92,8.49,76.43,paypal,08029,2024-07-26 18:32:01
5003416,108764.0,5,2024-04-23 08:04:56,entregado,30.57,4.59,25.98,tarjeta,48010,2024-04-23 10:52:02
5003417,108595.0,1,2024-07-29 10:03:39,entregado,40.21,2.01,38.2,tarjeta,08019,2024-07-29 11:42:05
5003418,112226.0,1,2024-06-24 17:30:40,en_reparto,33.06,3.31,29.75,tarjeta,08021,
5003419,107218.0,2,2024-06-19 08:50:42,entregado,80.87,0.0,80.87,tarjeta,28020,2024-06-19 12:07:56
5003420,108250.0,2,2024-06-24 18:23:20,entregado,117.84,11.78,106.06,bizum,28012,2024-06-24 21:51:12
5003421,100039.0,2,2024-08-07 18:10:22,entregado,37.34,0.0,37.34,transferencia,28009,
5003422,103469.0,5,2024-05-15 18:34:40,en_reparto,25.98,0.0,25.98,tarjeta,48001,
5003423,105722.0,3,2024-07-25 12:19:36,entregado,23.73,1.19,22.54,bizum,46009,2024-07-25 15:34:15
5003424,108185.0,1,2024-08-09 16:01:09,entregado,62.99,3.15,59.84,efectivo_entrega,08034,2024-08-09 19:11:52
5003425,107043.0,4,2024-07-09 09:14:10,devuelto,32.78,0.0,32.78,tarjeta,41014,
5003426,112424.0,2,2024-05-20 17:01:56,entregado,14.25,1.43,12.82,efectivo_entrega,28050,2024-05-20 20:12:50
5003427,112955.0,4,2024-07-08 08:10:52,devuelto,36.07,5.41,30.66,paypal,41009,
5003428,102168.0,1,2024-05-27 10:00:26,entregado,29.47,2.95,26.52,mastercard,08024,2024-05-27 12:43:44
5003429,113133.0,3,2024-08-19 17:14:06,en_preparacion,27.61,0.0,27.61,bizum,46001,
5003430,101990.0,2,2024-07-15 16:20:44,entregado,21.87,1.09,20.78,tarjeta,28046,2024-07-15 17:52:00
5003431,110854.0,2,2024-06-23 13:12:33,entregado,23.8,3.57,20.23,efectivo_entrega,28050,2024-06-23 15:09:18
5003432,108355.0,1,2024-05-10 08:46:53,entregado,35.88,0.0,35.88,efectivo_entrega,08003,2024-05-10 09:53:13
5003433,105268.0,1,10/07/2024 17:57,entregado,22.98,1.15,21.83,tarjeta,08021,2024-07-10 20:14:07
5003434,103315.0,4,2024-08-10 10:32:01,entregado,23.42,0.0,23.42,bizum,41011,2024-08-10 11:33:52
5003435,100042.0,1,2024-07-17 12:02:42,entregado,15.92,0.0,15.92,tarjeta,08025,2024-07-17 13:15:39
5003436,109585.0,1,2024-08-14 15:57:36,cancelado,40.37,0.0,40.37,tarjeta,08015,
5003437,102500.0,4,2024-08-15 10:31:56,entregado,101.02,10.1,90.92,bizum,41015,2024-08-15 12:39:52
5003438,101480.0,5,2024-07-30 17:04:57,entregado,59.29,0.0,59.29,tarjeta,48004,2024-07-30 20:19:48
5003439,102118.0,1,2024-07-13 17:25:40,entregado,54.62,0.0,54.62,paypal,08021,2024-07-13 20:54:12
5003440,106959.0,3,2024-06-17 11:41:46,entregado,49.95,0.0,49.95,transferencia,46019,2024-06-17 13:17:37
5003441,109869.0,4,2024-07-08 16:43:12,devuelto,64.35,0.0,64.35,bizum,41017,
5003442,108355.0,5,2024-08-17 19:35:13,en_preparacion,35.17,0.0,35.17,bizum,48002,
5003443,104203.0,1,2024-07-19 19:33:51,entregado,34.37,0.0,34.37,Efectivo_entrega,08020,
5003444,112278.0,2,2024-08-06 11:24:10,entregado,18.88,0.94,17.94,tarjeta,28003,2024-08-06 12:24:42
5003445,108622.0,2,2024-06-20 12:49:23,entregado,56.12,0.0,56.12,paypal,28007,2024-06-20 14:12:03
5003446,100773.0,2,2024-08-05 17:13:19,entregado,38.63,3.86,34.77,paypal,28028,2024-08-05 18:20:29
5003447,104033.0,2,2024-07-12 17:16:59,cancelado,26.69,0.0,26.69,tarjeta,28016,
5003448,105333.0,2,2024-08-11 20:10:03,entregado,34.74,0.0,34.74,efectivo_entrega,28015,2024-08-11 22:06:46
5003449,103438.0,2,2024-08-18 17:56:34,entregado,25.09,0.0,25.09,paypal,28046,2024-08-18 19:56:08
5003450,105889.0,4,2024-07-26 21:53:53,entregado,59.43,0.0,59.43,tarjeta,41016,2024-07-26 23:21:04
5003451,106373.0,1,2024-05-06 17:19:47,cancelado,52.38,0.0,52.38,tarjeta,08007,
5003452,104378.0,1,2024-08-18 18:16:08,en_preparacion,19.85,0.0,19.85,bizum,08012,
5003453,110971.0,3,2024-05-31 07:43:15,entregado,60.14,6.01,54.13,efectivo_entrega,46018,2024-05-31 10:55:33
5003454,101409.0,3,2024-07-06 18:09:54,entregado,28.49,2.85,25.64,efectivo_entrega,46018,2024-07-06 21:06:12
5003455,100736.0,1,2024-07-09 10:13:25,entregado,24.7,2.47,22.23,paypal,08026,2024-07-09 12:41:00
5003456,111498.0,1,2024-05-26 09:43:28,cancelado,66.12,6.61,59.51,paypal,08025,
5003457,108250.0,2,2024-06-15 11:27:50,en_reparto,34.16,0.0,34.16,tarjeta,28042,
5003458,109821.0,2,2024-08-16 10:07:34,entregado,10.14,1.01,9.13,tarjeta,28014,2024-08-16 11:57:31
5003459,104844.0,1,2024-07-28 10:31:51,entregado,49.28,2.46,46.82,efectivo_entrega,08025,2024-07-28 11:45:32
5003460,102123.0,2,2024-07-05 18:37:35,entregado,30.68,1.53,29.15,tarjeta,28042,2024-07-05 21:09:07
5003461,104977.0,2,2024-08-08 19:27:49,entregado,41.57,6.24,35.33,efectivo_entrega,28003,2024-08-08 21:55:31
5003462,114861.0,1,2024-07-02 18:04:02,entregado,33.18,3.32,29.86,bizum,08036,2024-07-02 21:16:21
5003463,,4,2024-07-31 18:17:54,entregado,91.02,0.0,91.02,bizum,41005,2024-07-31 19:29:37
5003464,112168.0,2,2024-06-02 20:07:50,entregado,53.86,0.0,53.86,efectivo_entrega,28001,2024-06-02 22:48:02
5003465,104593.0,3,13/05/2024 19:32,entregado,15.01,0.0,15.01,tarjeta,46001,
5003466,104402.0,1,2024-07-02 11:19:08,entregado,36.01,5.4,30.61,efectivo_entrega,08026,2024-07-02 13:45:03
5003467,108806.0,3,31/07/2024 18:06,entregado,29.19,0.0,29.19,tarjeta,46006,2024-07-31 20:36:25
5003468,102727.0,4,2024-05-15 08:11:52,entregado,51.35,5.13,46.22,bizum,41005,2024-05-15 11:15:23
5003469,112539.0,1,2024-07-06 09:25:03,en_preparacion,36.11,0.0,36.11,paypal,08005,
5003470,108077.0,4,2024-08-22 14:54:24,entregado,25.64,0.0,25.64,tarjeta,41014,2024-08-22 16:25:52
5003471,105675.0,1,2024-05-16 17:33:07,devuelto,27.29,2.73,24.56,paypal,08012,
5003472,104295.0,2,2024-07-13 08:53:58,entregado,70.72,0.0,70.72,tarjeta,28042,2024-07-13 10:57:01
5003473,101627.0,2,2024-06-21 10:33:12,entregado,29.78,2.98,26.8,bizum,28014,2024-06-21 12:44:08
5003474,102772.0,5,2024-07-16 19:34:21,entregado,63.4,0.0,63.4,tarjeta,48006,2024-07-16 21:37:53
5003475,106804.0,2,2024-08-05 10:04:40,entregado,22.94,2.29,20.65,tarjeta,28006,2024-08-05 12:29:38
5003476,103026.0,2,2024-07-24 22:55:09,entregado,49.43,0.0,49.43,tarjeta,28016,2024-07-25 01:56:02
5003477,107811.0,3,2024-07-24 19:02:15,entregado,73.71,0.0,73.71,paypal,46019,2024-07-24 21:33:09
5003478,113477.0,2,2024-08-18 22:01:45,devuelto,40.97,0.0,40.97,paypal,28046,
5003479,106436.0,2,2024-08-17 16:30:14,devuelto,23.67,0.0,23.67,bizum,28046,
5003480,109090.0,2,2024-07-15 18:29:47,entregado,23.95,0.0,23.95,efectivo_entrega,28036,2024-07-15 19:35:11
5003481,110190.0,3,2024-06-16 18:59:49,entregado,74.12,3.71,70.41,tarjeta,46018,2024-06-16 20:58:19
5003482,103300.0,3,2024-08-07 10:15:55,entregado,43.4,6.51,36.89,bizum,46012,2024-08-07 12:21:47
5003483,102120.0,3,2024-06-10 15:42:49,entregado,68.38,0.0,68.38,transferencia,46015,2024-06-10 17:09:32
5003484,111573.0,5,2024-05-16 18:32:07,entregado,49.52,0.0,49.52,bizum,48001,2024-05-16 19:58:20
5003485,114241.0,1,2024-07-04 12:03:39,devuelto,24.85,0.0,24.85,efectivo_entrega,08001,
5003486,102956.0,2,2024-05-11 18:17:21,entregado,24.13,1.21,22.92,tarjeta,28036,2024-05-11 21:37:11
5003487,105470.0,1,2024-06-14 18:08:20,entregado,17.74,2.66,15.08,tarjeta,08019,2024-06-14 21:31:10
5003488,100601.0,4,2024-06-23 17:50:20,entregado,10.83,0.0,10.83,tarjeta,41011,2024-06-23 20:17:38
5003489,110695.0,3,2024-06-30 15:51:02,entregado,24.43,1.22,23.21,paypal,46009,2024-06-30 18:46:58
5003490,100736.0,2,2024-06-01 13:43:59,entregado,26.77,1.34,25.43,bizum,28020,2024-06-01 15:35:55
5003491,112101.0,1,2024-06-14 18:11:54,entregado,24.0,0.0,24.0,bizum,08010,2024-06-14 19:46:09
5003492,109747.0,1,2024-06-23 10:03:41,entregado,34.39,1.72,32.67,bizum,08004,2024-06-23 13:18:37
5003493,114979.0,2,2024-07-25 19:13:33,entregado,172.77,17.28,155.49,tarjeta,28009,2024-07-25 20:17:33
5003494,106604.0,4,2024-04-22 21:22:55,entregado,22.34,1.12,21.22,efectivo_entrega,41011,2024-04-23 00:07:59
5003495,100408.0,1,2024-06-11 07:03:00,entregado,37.36,3.74,33.62,transferencia,08003,2024-06-11 08:45:53
5003496,100051.0,1,2024-07-22 19:22:40,entregado,65.59,9.84,55.75,transferencia,08028,2024-07-22 20:25:07
5003497,104035.0,4,2024-06-16 10:38:00,entregado,29.96,0.0,29.96,bizum,41008,2024-06-16 13:27:10
5003498,112532.0,1,2024-07-20 20:32:43,en_preparacion,54.27,5.43,48.84,bizum,08036,
5003499,100286.0,1,2024-08-15 19:20:35,entregado,22.04,0.0,22.04,tarjeta,08004,2024-08-15 21:54:34
5003500,113549.0,1,2024-06-12 18:11:49,entregado,192.79,0.0,192.79,bizum,08012,2024-06-12 21:15:40
5003501,114328.0,1,2024-06-18 09:53:08,entregado,31.1,0.0,31.1,tarjeta,08028,2024-06-18 12:32:52
5003502,107141.0,1,2024-08-04 21:41:33,devuelto,34.5,0.0,34.5,tarjeta,08028,
5003503,100451.0,2,2024-06-02 10:18:28,entregado,20.12,0.0,20.12,tarjeta,28009,2024-06-02 11:40:36
5003504,107284.0,5,2024-07-21 18:38:31,entregado,57.42,0.0,57.42,tarjeta,48007,
5003505,109664.0,3,2024-08-03 16:54:00,entregado,28.43,5.69,22.74,paypal,46002,2024-08-03 18:06:33
5003506,104326.0,2,2024-06-29 16:52:59,entregado,38.47,0.0,38.47,paypal,28013,2024-06-29 19:36:14
5003507,104035.0,2,2024-08-02 17:59:54,entregado,31.5,0.0,31.5,transferencia,28010,2024-08-02 20:14:49
5003508,104102.0,2,2024-07-14 18:58:49,entregado,40.97,0.0,40.97,paypal,28036,2024-07-14 22:04:41
5003509,113925.0,2,2024-08-08 09:08:32,entregado,14.85,0.0,14.85,transferencia,28010,2024-08-08 11:17:31
5003510,102865.0,5,2024-07-12 10:47:14,entregado,57.65,0.0,57.65,paypal,48010,2024-07-12 11:56:39
5003511,105909.0,2,25/08/2024 10:27,devuelto,24.05,0.0,24.05,paypal,28046,
5003512,107880.0,4,2024-06-25 18:42:37,entregado,45.39,0.0,45.39,bizum,41001,2024-06-25 21:09:08
5003513,109673.0,4,2024-07-13 10:26:52,entregado,17.89,0.0,17.89,tarjeta,41018,2024-07-13 12:09:58
5003514,109469.0,2,2024-08-22 16:01:49,entregado,84.93,0.0,84.93,tarjeta,28001,2024-08-22 17:49:01
5003515,106394.0,1,2024-06-05 17:44:37,entregado,36.69,3.67,33.02,tarjeta,08003,2024-06-05 18:54:19
5003516,111523.0,1,2024-07-31 19:15:41,entregado,23.92,4.78,19.14,tarjeta,08022,2024-07-31 20:44:27
5003517,112889.0,3,2024-05-04 16:52:52,entregado,11.44,0.0,11.44,bizum,46020,2024-05-04 18:25:20
5003518,111014.0,2,2024-08-06 11:21:45,entregado,13.85,0.0,13.85,tarjeta,28001,2024-08-06 12:58:25
5003519,109469.0,1,2024-06-21 18:58:09,entregado,36.1,1.8,34.3,paypal,08024,2024-06-21 20:35:50
5003520,100255.0,2,2024-08-09 19:51:56,entregado,81.64,12.25,69.39,tarjeta,28012,2024-08-09 21:28:28
5003521,112712.0,5,2024-05-22 12:16:35,entregado,38.52,5.78,32.74,tarjeta,48013,2024-05-22 14:46:17
5003522,107840.0,1,30/05/2024 12:19,entregado,26.06,0.0,26.06,bizum,08009,2024-05-30 14:45:26
5003523,100890.0,2,2024-06-06 19:31:30,entregado,20.41,1.02,19.39,tarjeta,28001,2024-06-06 21:03:34
5003524,110807.0,2,2024-07-08 15:59:39,entregado,33.18,0.0,33.18,paypal,28009,2024-07-08 18:40:42
5003525,106066.0,1,18/06/2024 09:50,entregado,24.09,0.0,24.09,tarjeta,08010,2024-06-18 12:54:33
5003526,110154.0,2,2024-06-28 08:35:32,entregado,27.24,1.36,25.88,paypal,28006,2024-06-28 09:58:46
5003527,102989.0,3,2024-07-05 17:16:40,devuelto,36.05,1.8,34.25,tarjeta,46013,
5003528,109023.0,2,2024-07-25 16:46:01,entregado,91.83,4.59,87.24,tarjeta,28001,2024-07-25 18:43:53
5003529,104515.0,1,2024-07-21 13:12:22,entregado,21.25,0.0,21.25,BIZUM,08035,2024-07-21 15:12:27
5003530,111812.0,4,2024-07-25 08:00:50,entregado,72.17,0.0,72.17,bizum,41004,2024-07-25 09:15:40
5003531,110527.0,2,2024-06-09 09:42:00,entregado,19.34,0.0,19.34,tarjeta,28014,2024-06-09 11:00:18
5003532,110480.0,2,2024-06-03 15:16:50,entregado,26.19,2.62,23.57,efectivo_entrega,28020,
5003533,113015.0,1,2024-08-04 16:28:37,entregado,82.39,0.0,82.39,transferencia,08035,2024-08-04 19:27:39
5003534,114517.0,1,26/06/2024 22:21,entregado,72.27,10.84,61.43,tarjeta,08001,2024-06-27 01:30:40
5003535,106283.0,2,2024-07-09 12:47:16,entregado,56.61,8.49,48.12,bizum,28020,2024-07-09 14:54:45
5003536,104376.0,1,2024-07-29 19:21:53,entregado,11.39,0.0,11.39,tarjeta,08005,2024-07-29 20:35:12
5003537,104487.0,4,2024-06-27 19:16:55,devuelto,116.82,0.0,116.82,bizum,41009,
5003538,107966.0,1,2024-06-26 11:24:22,entregado,26.75,0.0,26.75,bizum,08008,2024-06-26 14:01:13
5003539,112860.0,5,2024-05-29 18:34:07,entregado,33.81,0.0,33.81,tarjeta,48006,2024-05-29 19:57:02
5003540,100071.0,1,2024-07-14 19:23:18,devuelto,12.63,2.53,10.1,tarjeta,08007,
5003541,104230.0,1,2024-06-16 15:15:55,entregado,25.56,3.83,21.73,tarjeta,08019,2024-06-16 17:01:57
5003542,108935.0,2,2024-05-11 10:18:14,entregado,21.42,3.21,18.21,tarjeta,28036,2024-05-11 12:43:35
5003543,100752.0,2,11/06/2024 17:07,cancelado,49.46,7.42,42.04,efectivo_entrega,28002,
5003544,113986.0,3,2024-05-28 12:10:46,entregado,8.0,0.0,8.0,efectivo_entrega,46012,2024-05-28 15:27:51
5003545,113409.0,3,2024-06-29 12:35:06,devuelto,45.62,2.28,43.34,bizum,46004,
5003546,103705.0,1,20/05/2024 08:54,entregado,36.15,0.0,36.15,tarjeta,08028,2024-05-20 11:31:03
5003547,109256.0,2,2024-07-30 13:50:51,entregado,29.58,5.92,23.66,paypal,28001,2024-07-30 16:09:14
5003548,106700.0,1,2024-08-06 17:42:24,entregado,17.05,0.0,17.05,tarjeta,08029,2024-08-06 20:41:01
5003549,105036.0,3,2024-06-01 08:55:00,entregado,28.67,0.0,28.67,paypal,46008,2024-06-01 11:46:39
5003550,108224.0,2,2024-08-15 10:59:46,entregado,45.28,2.26,43.02,transferencia,28008,2024-08-15 13:00:46
5003551,107376.0,1,2024-07-15 08:48:25,entregado,33.52,0.0,33.52,tarjeta,08003,2024-07-15 10:13:18
5003552,109268.0,1,2024-05-30 13:37:28,entregado,16.55,0.0,16.55,paypal,08010,2024-05-30 16:57:09
5003553,103814.0,1,2024-06-23 10:10:42,entregado,141.92,0.0,141.92,paypal,08028,2024-06-23 12:31:01
5003554,115216.0,1,2024-06-26 17:16:09,entregado,92.77,0.0,92.77,bizum,08017,2024-06-26 20:38:48
5003555,113764.0,2,2024-07-04 10:51:45,entregado,24.89,2.49,22.4,tarjeta,28036,2024-07-04 13:02:12
5003556,114100.0,1,2024-06-16 10:49:53,entregado,14.11,0.0,14.11,bizum,08028,
5003557,109645.0,1,2024-07-14 12:08:10,entregado,18.13,0.0,18.13,bizum,08029,2024-07-14 14:32:42
5003558,105494.0,2,2024-06-03 21:03:34,entregado,44.6,8.92,35.68,tarjeta,28045,2024-06-03 22:19:46
5003559,,2,2024-06-25 10:02:23,entregado,21.82,0.0,21.82,tarjeta,28016,2024-06-25 12:19:12
5003560,102361.0,4,2024-06-09 11:20:36,en_preparacion,130.82,6.54,124.28,tarjeta,41009,
5003561,102466.0,2,2024-07-12 17:22:45,entregado,31.59,1.58,30.01,paypal,28001,2024-07-12 19:12:57
5003562,112867.0,4,2024-06-21 11:56:17,entregado,33.39,0.0,33.39,efectivo_entrega,41016,2024-06-21 15:15:48
5003563,104110.0,1,2024-05-25 09:55:47,entregado,40.9,0.0,40.9,tarjeta,08005,2024-05-25 12:06:48
5003564,110319.0,5,2024-07-27 17:22:06,entregado,28.34,0.0,28.34,paypal,48015,2024-07-27 19:15:14
5003565,104239.0,1,2024-07-14 14:06:55,entregado,41.97,0.0,41.97,PAYPAL,08021,2024-07-14 15:48:08
5003566,113910.0,2,2024-05-14 09:37:22,entregado,46.12,9.22,36.9,tarjeta,28004,2024-05-14 10:44:08
5003567,103384.0,1,2024-06-17 17:27:23,entregado,8.64,0.43,8.21,bizum,08035,2024-06-17 18:41:37
5003568,114100.0,2,2024-05-04 18:39:25,entregado,31.26,0.0,31.26,tarjeta,28001,2024-05-04 20:37:37
5003569,111853.0,1,2024-08-15 18:05:31,entregado,16.15,2.42,13.73,tarjeta,08017,2024-08-15 19:25:59
5003570,113311.0,3,2024-07-17 10:53:39,entregado,13.79,0.0,13.79,bizum,46009,2024-07-17 12:46:25
5003571,103078.0,1,2024-08-18 17:04:08,entregado,40.49,0.0,40.49,bizum,08010,2024-08-18 20:26:09
5003572,108884.0,2,20/08/2024 17:07,entregado,46.32,0.0,46.32,efectivo_entrega,28001,2024-08-20 19:33:40
5003573,111478.0,1,2024-08-04 15:00:05,entregado,20.32,3.05,17.27,paypal,08036,2024-08-04 16:38:30
5003574,113788.0,5,2024-06-10 08:00:30,entregado,21.49,0.0,21.49,efectivo_entrega,48005,2024-06-10 10:58:31
5003575,106210.0,1,2024-07-12 18:54:11,cancelado,45.26,0.0,45.26,paypal,08035,
5003576,110197.0,1,2024-07-21 18:02:16,cancelado,144.17,21.63,122.54,mastercard,08025,
5003577,111141.0,2,2024-06-13 10:24:17,cancelado,46.08,0.0,46.08,tarjeta,28001,
5003578,102681.0,2,2024-08-17 08:52:50,entregado,75.35,11.3,64.05,paypal,28045,2024-08-17 11:47:18
5003579,108673.0,3,2024-07-14 10:26:18,entregado,71.88,0.0,71.88,tarjeta,46009,2024-07-14 11:46:46
5003580,102134.0,5,2024-06-09 08:26:14,entregado,32.02,4.8,27.22,PAYPAL,48008,2024-06-09 11:45:14
5003581,104394.0,1,2024-06-19 20:21:13,entregado,15.84,0.79,15.05,tarjeta,08029,2024-06-19 23:01:16
5003582,109130.0,2,2024-07-27 09:45:25,entregado,29.0,2.9,26.1,paypal,28016,2024-07-27 11:37:01
5003583,105771.0,4,2024-06-04 17:02:26,entregado,25.79,0.0,25.79,paypal,41005,2024-06-04 18:33:49
5003584,111462.0,5,2024-07-14 12:47:00,entregado,32.44,3.24,29.2,tarjeta,48010,2024-07-14 15:00:09
5003585,109427.0,2,2024-07-05 14:54:58,entregado,36.45,1.82,34.63,bizum,28007,2024-07-05 16:17:47
5003586,110141.0,1,2024-06-21 16:12:07,entregado,15.69,1.57,14.12,Bizum,08020,2024-06-21 17:58:02
5003587,114636.0,4,2024-07-27 16:59:07,entregado,37.49,5.62,31.87,tarjeta,41019,2024-07-27 18:33:29
5003588,106614.0,5,2024-08-04 10:05:10,devuelto,15.61,1.56,14.05,paypal,48003,
5003589,112369.0,3,2024-07-08 11:21:48,entregado,34.51,0.0,34.51,efectivo_entrega,46009,2024-07-08 14:24:49
5003590,101534.0,3,2024-06-06 18:00:31,entregado,32.43,0.0,32.43,tarjeta,46009,2024-06-06 21:15:26
5003591,103823.0,4,2024-07-28 09:52:27,entregado,46.05,4.61,41.44,transferencia,41011,2024-07-28 12:42:01
5003592,114718.0,2,2024-06-04 14:56:00,entregado,103.14,20.63,82.51,tarjeta,28008,2024-06-04 16:00:42
5003593,,3,2024-07-03 13:09:03,entregado,24.12,0.0,24.12,tarjeta,46006,2024-07-03 14:44:34
5003594,100622.0,3,2024-08-17 22:00:39,entregado,17.35,0.0,17.35,paypal,46003,2024-08-18 00:40:08
5003595,100222.0,1,2024-07-09 12:40:17,entregado,22.99,0.0,22.99,efectivo_entrega,08024,2024-07-09 15:07:41
5003596,112411.0,4,2024-07-29 20:13:29,entregado,10.21,0.0,10.21,bizum,41019,2024-07-29 23:41:25
5003597,102405.0,1,2024-06-19 19:18:31,entregado,32.56,0.0,32.56,tarjeta,08006,2024-06-19 20:18:47
5003598,109932.0,2,2024-07-28 10:21:53,en_preparacion,89.41,0.0,89.41,paypal,28006,
5003599,101774.0,2,2024-07-21 17:46:26,devuelto,19.72,0.99,18.73,paypal,28004,
5003600,101587.0,1,2024-07-04 10:29:07,entregado,42.86,0.0,42.86,transferencia,08029,2024-07-04 12:13:46
5003601,110241.0,1,2024-08-30 09:16:50,entregado,41.12,6.17,34.95,bizum,08026,2024-08-30 12:40:00
5003602,107729.0,2,2024-06-24 10:18:09,entregado,38.91,0.0,38.91,paypal,28034,2024-06-24 11:58:46
5003603,101404.0,3,2024-07-10 11:36:47,devuelto,85.66,0.0,85.66,paypal,46024,
5003604,110480.0,3,2024-05-17 18:30:24,entregado,68.79,0.0,68.79,bizum,46013,2024-05-17 19:46:48
5003605,115057.0,2,2024-08-14 17:36:13,entregado,17.42,1.74,15.68,transferencia,28036,2024-08-14 20:33:16
5003606,113386.0,3,2024-07-29 19:21:26,entregado,107.73,16.16,91.57,tarjeta,46010,
5003607,115231.0,2,2024-07-09 10:52:04,entregado,20.05,0.0,20.05,paypal,28028,2024-07-09 13:19:37
5003608,112661.0,3,2024-06-01 12:31:28,entregado,8.8,1.32,7.48,tarjeta,46002,2024-06-01 13:59:39
5003609,105752.0,1,2024-07-12 18:04:00,entregado,35.35,0.0,35.35,tarjeta,08022,2024-07-12 19:18:52
5003610,113242.0,5,2024-06-23 10:30:48,entregado,21.39,0.0,21.39,TARJETA,48008,2024-06-23 13:23:03
5003611,103370.0,2,2024-07-17 10:32:44,entregado,85.29,0.0,85.29,tarjeta,28010,2024-07-17 13:39:32
5003612,114364.0,1,2024-06-25 10:52:57,entregado,228.05,45.61,182.44,transferencia,08028,2024-06-25 12:18:50
5003613,107183.0,1,2024-06-21 18:36:11,entregado,124.81,18.72,106.09,tarjeta,08002,2024-06-21 21:43:00
5003614,102276.0,2,12/08/2024 18:34,entregado,19.53,0.0,19.53,efectivo_entrega,28020,2024-08-12 21:28:27
5003615,103078.0,5,2024-07-21 20:11:20,cancelado,22.69,1.13,21.56,paypal,48010,
5003616,104507.0,1,2024-08-22 09:53:15,entregado,15.9,0.8,15.1,bizum,08025,2024-08-22 12:47:09
5003617,102302.0,2,04/06/2024 11:07,entregado,10.17,1.02,9.15,bizum,28010,
5003618,114551.0,2,2024-05-23 18:04:18,entregado,43.75,4.38,39.37,bizum,28020,2024-05-23 21:24:59
5003619,104790.0,4,2024-07-13 12:08:43,entregado,61.97,0.0,61.97,tarjeta,41006,2024-07-13 13:51:21
5003620,100374.0,4,2024-06-06 09:26:37,entregado,81.56,8.16,73.4,EFECTIVO_ENTREGA,41017,2024-06-06 12:23:07
5003621,110200.0,4,2024-07-10 08:12:42,entregado,25.97,0.0,25.97,bizum,41001,2024-07-10 09:36:53
5003622,107966.0,2,2024-06-09 12:16:08,entregado,33.77,1.69,32.08,tarjeta,28015,2024-06-09 14:48:53
5003623,107235.0,2,2024-07-25 21:10:25,entregado,50.74,0.0,50.74,paypal,28028,2024-07-25 23:59:38
5003624,112703.0,1,2024-05-13 10:30:41,entregado,64.0,0.0,64.0,bizum,08021,2024-05-13 13:56:59
5003625,104672.0,2,2024-07-28 17:01:44,entregado,121.38,18.21,103.17,transferencia,28007,2024-07-28 18:37:33
5003626,113650.0,1,2024-07-21 19:59:42,entregado,14.73,0.0,14.73,paypal,08004,2024-07-21 23:11:14
5003627,100412.0,4,2024-07-31 18:27:18,entregado,25.25,2.52,22.73,bizum,41009,2024-07-31 19:34:29
5003628,111574.0,2,2024-06-29 18:31:07,entregado,16.16,2.42,13.74,tarjeta,28045,2024-06-29 19:55:32
5003629,104296.0,1,2024-08-11 17:10:24,entregado,23.82,0.0,23.82,tarjeta,08035,2024-08-11 18:47:32
5003630,102065.0,1,2024-06-26 18:29:44,devuelto,35.29,1.76,33.53,bizum,08026,
5003631,109936.0,4,2024-06-04 17:08:31,cancelado,20.45,2.04,18.41,tarjeta,41009,
5003632,114057.0,2,2024-06-29 19:56:04,entregado,63.32,6.33,56.99,paypal,28008,2024-06-29 21:16:40
