producto_id,nombre,marca,categoria_id,precio_base,peso_kg,es_perecedero,dias_caducidad,activo,fecha_alta
2278,Producto Hace Mercadona pack 3,Mercadona,27.0,1.34,3.9,1,8.0,True,2021-10-13
2279,Producto Pie Hacendado 1kg,Hacendado,81.0,17.13,1.89,false,,True,2022-06-25
2280,Producto Dejar Carrefour 6ud,Carrefour,82.0,10.24,1.29,FALSE,,True,2022-03-23
2281,Producto Sé Auchan 12ud,Auchan,32.0,22.87,3.89,TRUE,14.0,True,2023-12-23
2282,Producto Mujeres Dia pack 3,Dia,87.0,5.39,0.42,sí,5.0,True,2020-11-13
2283,Producto Radio Hacendado 6ud,Hacendado,65.0,16.85,2.77,no,,True,2023-01-17
2284,Producto Varios Mercadona 1kg,Mercadona,47.0,17.93,3.21,False,,True,2021-01-05
2285,Producto Mañana Carrefour 500g,Carrefour,74.0,24.63,1.22,FALSE,,True,2021-09-06
2286,Producto Hombre Genérico 6ud,Genérico,55.0,11.94,0.69,FALSE,,True,2022-11-09
2287,Producto Sur Dia 12ud,Dia,17.0,24.98,2.65,false,,True,2021-04-11
2288,Producto Joven Hacendado 1kg,Hacendado,82.0,24.31,2.28,false,,True,2021-05-06
2289,Producto Propios Carrefour 1kg,Carrefour,53.0,19.3,2.54,1,3.0,True,2023-03-13
2290,Producto Lenguaje Carrefour 500ml,Carrefour,75.0,4.52,3.56,FALSE,,True,2020-04-22
2291,Producto Del Dia 500g,Dia,75.0,6.63,2.78,no,,True,2021-12-12
2292,Producto Oficial Genérico 500g,Genérico,47.0,12.8,4.71,1,5.0,True,2022-05-24
2293,Producto Antes Eroski 6ud,Eroski,,21.13,4.13,False,,False,2020-04-23
2294,Producto Causa Eroski 500ml,Eroski,14.0,16.44,2.11,0,,True,2020-11-27
2295,Producto Juego Eroski 500ml,Eroski,72.0,16.22,1.26,False,,True,2021-02-15
2296,Producto Están Dia pack 3,Dia,60.0,2.28,2.23,TRUE,10.0,True,2023-12-20
2297,Producto Últimos Genérico 1kg,Genérico,52.0,8.15,3.68,0,,True,2023-09-30
2298,Producto Mismo Carrefour 6ud,Carrefour,60.0,13.11,1.25,TRUE,4.0,True,2023-09-27
2299,Producto Obra Carrefour 500g,Carrefour,40.0,1.73,4.33,FALSE,,True,2021-07-28
2300,Producto Aquel Mercadona 6ud,Mercadona,29.0,23.37,0.99,0,,True,2020-09-02
2301,Producto Consejo Auchan pack 3,Auchan,74.0,22.03,0.5,FALSE,,True,2023-07-19
2302,Producto Vamos Carrefour 1L,Carrefour,67.0,14.78,1.44,True,12.0,True,2022-12-28
2303,Producto Propio Dia 250g,Dia,69.0,21.25,4.42,False,,True,2022-08-08
2304,Producto Llamado Dia 250g,Dia,60.0,10.3,1.01,FALSE,,True,2022-10-12
2305,Producto Gracias Auchan pack 3,Auchan,18.0,19.22,4.95,true,13.0,True,2020-01-13
2306,Producto Tiempos Hacendado 12ud,Hacendado,25.0,9.63,2.81,false,,True,2023-06-23
2307,Producto Jóvenes Carrefour 12ud,Carrefour,27.0,12.74,0.73,True,8.0,True,2021-04-10
2308,Producto Club Auchan 1kg,Auchan,75.0,15.34,1.67,no,,True,2022-10-27
2309,Producto Forma Auchan 500ml,Auchan,29.0,15.04,2.57,FALSE,,True,2023-12-29
2310,Producto Busca Dia pack 3,Dia,81.0,20.48,3.39,no,,True,2020-07-27
2311,Producto Meses Dia 250g,Dia,83.0,15.11,3.3,sí,12.0,True,2020-06-28
2312,Producto Esfuerzo Genérico pack 3,Genérico,15.0,4.67,3.12,FALSE,,True,2020-06-15
2313,Producto Pequeño Mercadona 1L,Mercadona,27.0,1.26,0.59,no,,False,2022-05-09
2314,Producto Medio Auchan 1kg,Auchan,49.0,10.61,2.53,sí,12.0,True,2021-02-27
2315,Producto Sería Eroski 1kg,Eroski,16.0,13.2,4.99,False,,True,2022-07-28
2316,Producto Acuerdo Dia 1kg,Dia,57.0,11.75,2.75,0,,True,2023-01-19
2317,Producto Propia Genérico pack 3,Genérico,42.0,5.2,2.81,sí,6.0,True,2020-11-12
2318,Producto Especie Mercadona 500ml,Mercadona,47.0,17.76,2.47,false,,True,2022-09-12
2319,Producto Temas Mercadona 500ml,Mercadona,80.0,7.54,2.74,False,,True,2021-02-14
2320,Producto Dólares Mercadona 6ud,Mercadona,59.0,23.88,1.49,false,,True,2022-01-28
2321,Producto Problemas Dia pack 3,Dia,19.0,16.56,1.11,false,,True,2023-11-07
2322,Producto Precios Genérico 500ml,Genérico,43.0,3.85,2.95,no,,True,2023-08-07
2323,Producto Qué Carrefour 1L,Carrefour,76.0,1.78,3.6,0,,True,2020-05-23
2324,Producto Muestra Hacendado 1kg,Hacendado,26.0,10.46,4.4,FALSE,,True,2021-10-20
2325,Producto Capaz Mercadona 500ml,Mercadona,34.0,8.36,4.54,False,,True,2021-03-05
2326,Producto Muy Carrefour 250g,Carrefour,82.0,22.86,4.42,TRUE,5.0,True,2020-01-06
2327,Producto Aquella Mercadona 12ud,Mercadona,13.0,19.8,3.76,sí,7.0,True,2023-04-12
2328,Producto España Dia 500g,Dia,10.0,23.24,2.3,FALSE,,True,2022-09-16
2329,Producto Siglo Auchan 1kg,Auchan,76.0,21.34,1.0,0,,True,2020-09-08
2330,Producto Humano Eroski pack 3,Eroski,29.0,16.37,0.12,False,,True,2021-11-17
2331,Producto García Genérico 1L,Genérico,46.0,4.79,4.49,0,,True,2023-01-01
2332,Producto Alto Dia 500g,Dia,74.0,10.31,4.91,true,10.0,True,2022-05-21
2333,Producto Del Hacendado 500ml,Hacendado,40.0,9.89,1.37,FALSE,,True,2020-06-22
2334,Producto Después Eroski 250g,Eroski,83.0,6.9,1.22,no,,True,2024-01-08
2335,Producto Victoria Dia 1kg,Dia,68.0,10.42,4.48,no,,True,2022-12-09
2336,Producto Jorge Eroski 500g,Eroski,48.0,16.14,1.87,false,,True,2020-08-19
2337,Producto Estudios Auchan 1kg,Auchan,26.0,11.64,1.9,FALSE,,True,2020-02-25
2338,Producto Ciencia Mercadona 1L,Mercadona,69.0,19.16,3.0,False,,True,2021-07-27
2339,Producto Rey Auchan 6ud,Auchan,76.0,2.4,0.36,0,,True,2022-05-08
2340,Producto Política Carrefour 1kg,Carrefour,73.0,4.52,2.24,false,,True,2021-10-29
2341,Producto Momento Auchan 500g,Auchan,83.0,22.51,0.33,False,,True,2020-03-05
2342,Producto Mal Auchan 250g,Auchan,62.0,14.18,1.58,no,,False,2021-07-20
2343,Producto Distintas Mercadona 250g,Mercadona,41.0,18.76,0.27,False,,True,2023-12-20
2344,Producto Cámara Genérico 250g,Genérico,17.0,23.39,4.67,TRUE,3.0,True,2024-02-19
2345,Producto Contenido Mercadona 1kg,Mercadona,32.0,19.25,3.25,false,,True,2020-03-02
2346,Producto Distintas Auchan 12ud,Auchan,57.0,9.69,3.33,0,,True,2021-07-09
2347,Producto Acuerdo Hacendado 1kg,Hacendado,53.0,24.81,0.68,False,,True,2022-11-25
2348,Producto Mis Mercadona 250g,Mercadona,9.0,24.46,3.61,False,,True,2022-11-02
2349,Producto Sino Mercadona 1L,Mercadona,57.0,6.55,1.41,False,,True,2021-07-03
2350,Producto Atrás Hacendado 12ud,Hacendado,23.0,15.56,4.45,False,,True,2022-05-19
2351,Producto Violencia Hacendado 250g,Hacendado,17.0,11.43,4.37,0,,True,2023-09-20
2352,Producto Dado Auchan pack 3,Auchan,14.0,6.23,4.33,True,3.0,True,2024-02-21
2353,Producto Ayuda Carrefour 6ud,Carrefour,46.0,14.64,4.1,False,,True,2023-03-10
2354,Producto Primer Eroski 1L,Eroski,27.0,10.62,2.81,true,12.0,True,2023-12-09
2355,Producto Jamás Eroski 12ud,Eroski,31.0,14.11,1.75,TRUE,13.0,True,2021-01-02
2356,Producto Tendrá Dia 12ud,Dia,76.0,10.49,0.96,True,11.0,True,2020-09-09
2357,Producto Mejores Dia 1kg,Dia,37.0,20.23,2.83,false,,True,2023-06-13
2358,Producto Frente Genérico 1kg,Genérico,80.0,10.01,1.68,sí,4.0,True,2023-10-01
2359,Producto Relaciones Hacendado 1L,Hacendado,56.0,1.75,3.04,0,,False,2020-02-08
2360,Producto Tras Carrefour 1L,Carrefour,18.0,12.24,1.7,0,,True,2023-02-18
2361,Producto Encuentran Carrefour 1L,Carrefour,10.0,24.06,5.0,1,10.0,True,2021-05-31
2362,Producto Chile Eroski 1L,Eroski,86.0,10.21,1.64,sí,7.0,True,2023-12-16
2363,Producto Libertad Eroski 6ud,Eroski,77.0,8.05,4.42,no,,True,2023-05-31
2364,Producto Radio Mercadona 6ud,Mercadona,69.0,22.89,2.1,no,,True,2023-09-04
2365,Producto Negro Eroski 1kg,Eroski,37.0,0.89,2.94,False,,True,2023-06-13
2366,Producto Madre Carrefour 1L,Carrefour,46.0,8.57,4.18,0,,True,2021-02-18
2367,Producto Tenía Dia pack 3,Dia,52.0,24.17,2.48,False,,True,2023-05-08
2368,Producto Escuela Carrefour 1kg,Carrefour,54.0,18.14,4.59,no,,True,2020-06-16
2369,Producto Presencia Genérico 250g,Genérico,16.0,21.05,4.1,sí,3.0,True,2023-09-16
2370,Producto Son Carrefour 1L,Carrefour,61.0,2.16,1.13,1,10.0,True,2023-08-26
2371,Producto Resultados Eroski pack 3,Eroski,88.0,16.64,2.68,sí,9.0,False,2020-12-11
2372,Producto Noche Eroski 500ml,Eroski,76.0,13.62,2.54,1,14.0,True,2023-06-22
2373,Producto Pacientes Hacendado 500g,Hacendado,31.0,13.34,3.12,TRUE,7.0,True,2021-12-16
2374,Producto Ellas Mercadona 12ud,Mercadona,43.0,2.43,2.32,FALSE,,True,2021-04-19
2375,Producto Consumo Dia 500g,Dia,37.0,16.51,3.81,FALSE,,True,2023-05-20
2376,Producto Aparece Auchan pack 3,Auchan,57.0,1.86,0.9,1,10.0,True,2020-12-19
2377,Producto Desarrollo Genérico 500g,Genérico,51.0,22.41,1.19,FALSE,,True,2020-02-06
2378,Producto Poner Auchan 500ml,Auchan,81.0,1.63,4.63,TRUE,11.0,True,2020-10-27
2379,Producto Fondo Carrefour 6ud,Carrefour,,0.87,0.76,True,14.0,True,2021-05-24
2380,Producto María Dia 1kg,Dia,18.0,14.31,4.25,FALSE,,True,2023-09-04
2381,Producto Ese Dia 12ud,Dia,78.0,19.0,4.94,sí,14.0,True,2024-02-11
2382,Producto Volver Hacendado 500g,Hacendado,53.0,11.2,1.74,FALSE,,True,2021-03-09
2383,Producto Total Auchan 6ud,Auchan,85.0,1.22,4.96,true,10.0,True,2022-09-23
2384,Producto Duda Auchan 12ud,Auchan,79.0,5.04,1.93,False,,True,2021-09-12
2385,Producto Diario Mercadona 1L,Mercadona,46.0,17.96,0.81,TRUE,14.0,True,2024-03-04
2386,Producto Entrar Eroski 12ud,Eroski,28.0,8.25,0.08,True,7.0,True,2022-04-12
2387,Producto Buena Hacendado 1kg,Hacendado,43.0,2.63,2.81,no,,True,2023-12-30
2388,Producto Me Hacendado 500g,Hacendado,22.0,9.16,3.01,sí,8.0,True,2020-06-28
2389,Producto Revolución Dia 12ud,Dia,10.0,9.99,4.51,True,6.0,True,2024-02-16
2390,Producto Mujeres Eroski 12ud,Eroski,30.0,4.64,1.38,true,5.0,True,2020-10-04
2391,Producto Unión Dia 12ud,Dia,64.0,7.83,1.84,no,,True,2024-02-04
2392,Producto Mañana Auchan 1L,Auchan,89.0,11.71,0.08,1,9.0,True,2020-02-29
2393,Producto Estaba Auchan 6ud,Auchan,88.0,11.28,4.13,no,,True,2022-07-15
2394,Producto Imagen Carrefour 500ml,Carrefour,85.0,8.35,1.04,FALSE,,True,2021-06-21
2395,Producto Sean Dia 500ml,Dia,59.0,18.49,4.84,false,,True,2023-05-06
2396,Producto Varios Auchan 500ml,Auchan,50.0,20.49,0.61,no,,True,2021-11-08
2397,Producto Posición Genérico 1kg,Genérico,84.0,17.19,4.77,False,,True,2024-03-08
2398,Producto Pública Auchan 500ml,Auchan,35.0,20.86,4.25,TRUE,9.0,True,2020-06-28
2399,Producto Comisión Eroski 500ml,Eroski,26.0,6.42,3.59,no,,True,2023-10-29
2400,Producto Principal Auchan pack 3,Auchan,18.0,14.75,4.62,False,,True,2020-10-22
2401,Producto Hombres Genérico 250g,Genérico,62.0,19.86,4.48,0,,True,2020-03-09
2402,Producto Artículo Hacendado 1L,Hacendado,19.0,16.6,3.25,FALSE,,False,2021-11-08
2403,Producto La Mercadona 6ud,Mercadona,60.0,24.15,0.1,no,,True,2022-03-18
2404,Producto Siguientes Eroski 1L,Eroski,74.0,11.41,3.87,false,,True,2023-06-06
2405,Producto Seguir Carrefour 6ud,Carrefour,73.0,24.93,1.51,0,,True,2022-12-02
2406,Producto Efectos Hacendado 1kg,Hacendado,19.0,9.02,3.93,no,,True,2023-12-31
2407,Producto Humano Auchan 500g,Auchan,53.0,11.23,1.63,0,,True,2023-02-18
2408,Producto Puedo Hacendado 6ud,Hacendado,23.0,16.37,0.86,0,,True,2020-11-02
2409,Producto Policía Genérico 1kg,Genérico,40.0,14.01,2.16,no,,True,2021-10-31
2410,Producto Ese Eroski 1kg,Eroski,60.0,5.06,2.01,0,,True,2024-01-14
2411,Producto Argentina Auchan 12ud,Auchan,34.0,10.02,1.07,false,,True,2023-12-01
2412,Producto Español Genérico 500g,Genérico,17.0,20.08,1.86,False,,True,2022-08-26
2413,Producto Varios Dia pack 3,Dia,23.0,13.42,3.01,false,,True,2022-10-27
2414,Producto Zonas Hacendado 6ud,Hacendado,84.0,9.11,0.9,no,,True,2020-07-12
2415,Producto Finalmente Genérico 500g,Genérico,47.0,16.96,1.23,0,,True,2023-10-30
2416,Producto Falta Eroski 1kg,Eroski,56.0,13.01,0.73,no,,True,2022-02-26
2417,Producto Trata Auchan 1kg,Auchan,32.0,14.09,0.74,false,,True,2022-11-01
2418,Producto Capital Genérico 250g,Genérico,66.0,21.7,2.45,FALSE,,True,2021-05-21
2419,Producto Barcelona Genérico pack 3,Genérico,58.0,10.51,3.57,0,,True,2022-12-19
2420,Producto Nivel Hacendado 250g,Hacendado,30.0,19.99,0.21,True,6.0,True,2022-05-11
2421,Producto Momento Mercadona pack 3,Mercadona,30.0,14.35,2.5,false,,True,2020-10-25
2422,Producto Salud Hacendado 500ml,Hacendado,82.0,19.48,1.87,FALSE,,True,2022-10-29
2423,Producto Pablo Mercadona pack 3,Mercadona,14.0,13.88,0.56,false,,True,2021-08-11
2424,Producto Acciones Dia 250g,Dia,40.0,11.51,4.09,FALSE,,True,2023-03-08
2425,Producto Particular Mercadona 1L,Mercadona,24.0,5.63,3.46,no,,True,2020-09-27
2426,Producto Blanco Eroski 12ud,Eroski,87.0,4.56,1.07,TRUE,6.0,True,2022-06-03
2427,Producto Llegar Dia 500ml,Dia,81.0,15.11,4.9,true,7.0,True,2021-09-22
2428,Producto Cuales Mercadona 500g,Mercadona,43.0,3.81,2.09,no,,True,2023-07-19
2429,Producto De Mercadona 1kg,Mercadona,44.0,17.67,0.77,1,8.0,True,2021-04-17
2430,Producto Cuanto Auchan 1kg,Auchan,59.0,14.64,2.1,1,10.0,True,2020-11-22
2431,Producto Primeros Auchan 500ml,Auchan,20.0,17.51,2.3,False,,True,2023-05-05
2432,Producto Podemos Hacendado 500g,Hacendado,83.0,18.4,3.34,0,,True,2022-07-31
2433,Producto América Mercadona 12ud,Mercadona,17.0,5.83,1.1,False,,True,2021-05-15
2434,Producto Nuestros Dia 1kg,Dia,45.0,14.36,1.75,0,,True,2021-11-17
2435,Producto Grupos Hacendado 500g,Hacendado,15.0,15.83,0.13,FALSE,,True,2022-11-15
2436,Producto Estados Auchan pack 3,Auchan,29.0,0.51,1.05,no,,True,2022-03-05
2437,Producto González Eroski 500ml,Eroski,25.0,4.38,1.41,FALSE,,True,2023-05-18
2438,Producto Carne Hacendado 6ud,Hacendado,41.0,16.77,0.31,FALSE,,True,2024-01-31
2439,Producto Cámara Auchan 500g,Auchan,38.0,17.73,2.41,True,5.0,True,2023-02-17
2440,Producto Cuenta Eroski pack 3,Eroski,75.0,0.72,4.09,no,,True,2022-10-20
2441,Producto Tan Eroski 1kg,Eroski,63.0,12.19,0.49,sí,4.0,True,2021-03-16
2442,Producto Decisión Dia 1kg,Dia,56.0,9.87,4.38,0,,True,2022-10-28
2443,Producto Suelo Hacendado 250g,Hacendado,27.0,15.44,1.79,True,6.0,True,2022-08-19
2444,Producto Palabras Auchan pack 3,Auchan,28.0,21.56,0.55,sí,4.0,True,2020-05-25
2445,Producto Fútbol Dia 12ud,Dia,58.0,8.2,1.42,sí,4.0,True,2024-01-18
2446,Producto Cierta Genérico 500ml,Genérico,85.0,19.57,4.25,FALSE,,True,2020-12-30
2447,Producto Francia Carrefour 1L,Carrefour,47.0,18.81,0.32,true,6.0,True,2021-04-27
2448,Producto Realidad Carrefour pack 3,Carrefour,23.0,16.12,4.45,sí,3.0,True,2023-06-06
2449,Producto Cualquier Carrefour 12ud,Carrefour,49.0,21.58,1.86,false,,True,2020-08-16
2450,Producto Sus Mercadona 500g,Mercadona,,0.9,1.35,TRUE,3.0,True,2020-03-12
2451,Producto Obra Genérico 500ml,Genérico,59.0,15.89,2.11,no,,True,2024-03-08
2452,Producto Efecto Eroski 1kg,Eroski,19.0,7.29,2.58,false,,True,2022-08-07
2453,Producto Operación Genérico 6ud,Genérico,28.0,10.06,4.18,false,,True,2023-04-08
2454,Producto E Dia 12ud,Dia,17.0,18.37,0.34,no,,True,2021-12-08
2455,Producto Medios Hacendado pack 3,Hacendado,64.0,15.49,3.35,true,13.0,True,2023-10-08
2456,Producto Siquiera Hacendado 1kg,Hacendado,24.0,17.68,4.77,sí,11.0,True,2022-06-13
2457,Producto Nuestro Carrefour 6ud,Carrefour,42.0,3.6,1.38,0,,True,2023-01-20
2458,Producto Quería Dia 12ud,Dia,12.0,7.15,3.58,True,12.0,True,2021-08-19
2459,Producto Sociales Auchan 6ud,Auchan,72.0,1.85,0.88,False,,True,2021-09-12
2460,Producto Cuerpo Genérico 500g,Genérico,22.0,6.09,0.27,False,,True,2020-08-17
2461,Producto Boca Hacendado pack 3,Hacendado,40.0,9.41,0.94,no,,True,2022-12-04
2462,Producto Y Genérico 12ud,Genérico,,5.99,4.58,True,8.0,True,2023-10-18
2463,Producto Carrera Genérico 6ud,Genérico,18.0,3.42,0.31,False,,True,2023-08-29
2464,Producto Diciembre Hacendado 12ud,Hacendado,,2.18,1.45,false,,True,2023-10-07
2465,Producto Hacer Hacendado pack 3,Hacendado,50.0,0.69,2.84,1,7.0,True,2023-04-24
2466,Producto Cultura Auchan 6ud,Auchan,40.0,14.99,3.87,false,,True,2020-12-05
2467,Producto Mujer Mercadona 1L,Mercadona,78.0,4.18,0.17,FALSE,,True,2023-06-03
2468,Producto Máximo Dia 250g,Dia,10.0,19.08,3.7,false,,True,2022-12-17
2469,Producto Tenido Genérico 1L,Genérico,35.0,10.78,4.86,false,,True,2021-12-22
2470,Producto Porque Hacendado 250g,Hacendado,44.0,23.06,2.62,0,,True,2022-05-15
2471,Producto Mis Auchan 500g,Auchan,56.0,14.72,3.2,no,,True,2023-11-26
2472,Producto Zonas Genérico 250g,Genérico,84.0,11.15,1.22,0,,True,2020-07-07
2473,Producto Difícil Mercadona 12ud,Mercadona,49.0,17.66,1.62,0,,True,2020-07-26
2474,Producto Informe Carrefour 1kg,Carrefour,18.0,19.6,0.82,0,,True,2021-12-22
2475,Producto Tiempos Dia 12ud,Dia,68.0,3.45,3.86,0,,True,2022-04-05
2476,Producto Pedro Dia 500g,Dia,68.0,2.71,1.56,False,,True,2022-07-14
2477,Producto Voz Hacendado 1L,Hacendado,86.0,20.97,0.5,FALSE,,True,2024-01-15
2478,Producto Juez Auchan 250g,Auchan,54.0,17.08,4.95,True,3.0,True,2023-10-16
2479,Producto Miembros Genérico 1L,Genérico,66.0,2.81,3.98,true,4.0,False,2022-08-09
2480,Producto G Carrefour 1L,Carrefour,37.0,20.67,3.17,FALSE,,True,2023-01-22
2481,Producto Posibilidades Genérico 500ml,Genérico,83.0,22.97,4.99,TRUE,6.0,True,2022-02-23
2482,Producto Anterior Mercadona 1kg,Mercadona,65.0,2.74,4.05,False,,True,2023-07-14
2483,Producto Muerto Hacendado 1kg,Hacendado,68.0,23.13,3.64,0,,True,2022-05-01
2484,Producto Cara Eroski 12ud,Eroski,57.0,4.72,0.98,TRUE,7.0,True,2023-10-25
2485,Producto Sea Hacendado 1L,Hacendado,28.0,16.35,4.42,0,,True,2023-03-01
2486,Producto Juicio Dia 12ud,Dia,20.0,3.85,4.43,true,11.0,True,2022-01-07
2487,Producto Visto Mercadona 250g,Mercadona,78.0,24.73,1.83,False,,True,2021-02-06
2488,Producto Cierta Dia 6ud,Dia,71.0,10.01,1.63,TRUE,6.0,False,2021-01-19
2489,Producto Podrá Hacendado pack 3,Hacendado,44.0,13.46,5.0,0,,True,2022-09-17
2490,Producto Derecho Carrefour 1L,Carrefour,21.0,7.02,4.59,False,,True,2023-04-04
2491,Producto Conciencia Genérico 12ud,Genérico,37.0,9.18,4.23,False,,True,2022-03-20
2492,Producto Serie Dia 6ud,Dia,84.0,22.88,3.52,TRUE,12.0,True,2022-08-31
2493,Producto Centro Carrefour pack 3,Carrefour,81.0,13.77,0.24,true,3.0,True,2021-03-02
2494,Producto Interés Hacendado pack 3,Hacendado,37.0,0.51,1.05,FALSE,,True,2020-04-30
2495,Producto Régimen Mercadona 6ud,Mercadona,31.0,1.95,3.54,1,5.0,True,2021-03-19
2496,Producto San Mercadona 6ud,Mercadona,76.0,24.02,4.71,false,,True,2021-02-26
2497,Producto Palabras Dia 500ml,Dia,21.0,8.39,3.68,no,,True,2021-05-11
2498,Producto Centros Eroski 6ud,Eroski,71.0,4.76,3.48,FALSE,,True,2022-04-19
2499,Producto Eso Carrefour 1kg,Carrefour,54.0,9.76,1.51,false,,True,2020-08-02
2500,Producto Toda Eroski 12ud,Eroski,9.0,21.33,2.86,no,,True,2020-12-25
2501,Producto Tema Mercadona 1L,Mercadona,49.0,16.16,2.51,true,8.0,True,2022-12-14
2502,Producto Luego Dia 6ud,Dia,39.0,4.6,0.49,no,,True,2023-01-02
2503,Producto Hizo Auchan 250g,Auchan,51.0,6.99,0.39,true,7.0,True,2020-04-09
2504,Producto Medios Hacendado 12ud,Hacendado,9.0,11.23,0.87,FALSE,,True,2021-09-25
2505,Producto Español Dia 12ud,Dia,57.0,2.97,4.33,false,,True,2022-04-22
2506,Producto Estaban Carrefour pack 3,Carrefour,37.0,2.3,1.51,False,,True,2021-10-07
2507,Producto Parte Hacendado 6ud,Hacendado,22.0,4.66,3.67,false,,True,2020-11-17
2508,Producto Adelante Dia pack 3,Dia,20.0,17.75,3.29,no,,True,2021-10-14
2509,Producto Última Carrefour 250g,Carrefour,64.0,2.97,0.99,true,14.0,True,2023-11-06
2510,Producto Diciembre Dia 500ml,Dia,78.0,7.78,1.99,true,11.0,True,2022-06-26
2511,Producto Septiembre Hacendado 6ud,Hacendado,28.0,0.58,4.13,TRUE,13.0,True,2022-12-16
2512,Producto Lo Hacendado 250g,Hacendado,,5.56,4.89,0,,True,2023-08-23
2513,Producto Rodríguez Dia 12ud,Dia,23.0,12.03,1.36,FALSE,,True,2023-04-04
2514,Producto Función Carrefour 6ud,Carrefour,,22.18,2.26,false,,True,2021-08-13
2515,Producto Valor Dia 1L,Dia,68.0,21.0,0.8,no,,True,2020-01-10
2516,Producto Piel Hacendado 6ud,Hacendado,21.0,20.29,3.79,no,,True,2021-06-30
2517,Producto Largo Mercadona 12ud,Mercadona,16.0,20.54,2.7,FALSE,,True,2023-03-16
2518,Producto Ciento Genérico 1L,Genérico,69.0,12.16,4.52,true,14.0,False,2023-08-18
2519,Producto Posibilidades Genérico 1kg,Genérico,82.0,3.44,0.91,False,,True,2024-01-21
2520,Producto Asunto Mercadona 1L,Mercadona,36.0,3.58,4.94,False,,True,2021-10-12
2521,Producto Seguir Carrefour 500ml,Carrefour,89.0,8.32,4.05,no,,True,2023-03-07
2522,Producto Negro Auchan 6ud,Auchan,80.0,21.48,4.59,0,,False,2022-04-28
2523,Producto Mejores Genérico 12ud,Genérico,88.0,3.25,2.85,True,12.0,True,2022-07-26
2524,Producto Toma Hacendado 500g,Hacendado,21.0,19.74,4.41,no,,True,2020-12-08
2525,Producto Calidad Auchan pack 3,Auchan,42.0,14.5,0.9,False,,True,2020-12-06
2526,Producto Problema Genérico 12ud,Genérico,88.0,1.44,1.69,FALSE,,True,2021-11-08
2527,Producto Organización Dia 6ud,Dia,69.0,0.99,1.55,false,,True,2020-02-15
2528,Producto Última Mercadona 500g,Mercadona,71.0,24.32,1.54,True,14.0,True,2021-06-06
2529,Producto Políticas Dia 12ud,Dia,50.0,15.31,2.24,sí,9.0,True,2022-11-21
2530,Producto Vía Mercadona 6ud,Mercadona,75.0,20.6,0.84,FALSE,,True,2021-09-20
2531,Producto Médico Auchan 1kg,Auchan,73.0,19.61,2.86,no,,True,2020-09-13
2532,Producto Podrá Mercadona 250g,Mercadona,34.0,6.6,4.59,False,,True,2021-12-27
2533,Producto Semanas Dia pack 3,Dia,44.0,12.87,0.66,0,,False,2020-07-17
2534,Producto Silencio Auchan pack 3,Auchan,56.0,4.84,2.96,False,,True,2022-04-09
2535,Producto Ha Mercadona 500ml,Mercadona,29.0,18.84,1.46,no,,True,2023-11-09
2536,Producto Minutos Mercadona 1L,Mercadona,29.0,21.49,3.4,False,,True,2022-07-08
2537,Producto Común Genérico 250g,Genérico,61.0,21.67,3.43,0,,True,2022-10-26
2538,Producto Ha Eroski 1kg,Eroski,25.0,15.22,1.3,true,7.0,True,2020-05-10
2539,Producto Amigos Auchan 12ud,Auchan,44.0,21.35,1.13,no,,True,2021-10-27
2540,Producto Lugar Mercadona 12ud,Mercadona,75.0,14.81,5.0,true,8.0,True,2023-09-08
2541,Producto Pronto Genérico 500ml,Genérico,85.0,7.8,0.37,sí,7.0,True,2020-10-09
2542,Producto Porque Dia 500ml,Dia,44.0,5.1,1.24,false,,True,2021-02-08
2543,Producto Razón Auchan 6ud,Auchan,85.0,17.17,3.29,FALSE,,True,2021-05-23
2544,Producto Habían Auchan 12ud,Auchan,42.0,10.0,3.55,TRUE,12.0,True,2021-12-07
2545,Producto Iba Eroski 1L,Eroski,52.0,17.3,2.4,false,,True,2021-06-08
2546,Producto Libros Genérico 500ml,Genérico,54.0,21.2,4.39,FALSE,,True,2023-09-28
2547,Producto Razón Auchan 1kg,Auchan,21.0,18.64,2.82,False,,True,2021-03-08
2548,Producto Sola Eroski 500g,Eroski,51.0,5.94,4.36,sí,9.0,True,2024-01-17
2549,Producto Industria Dia 500ml,Dia,51.0,14.84,0.63,no,,True,2021-10-16
2550,Producto Cinco Genérico 500g,Genérico,83.0,12.06,0.64,True,13.0,True,2023-07-20
2551,Producto Hace Auchan 250g,Auchan,47.0,21.83,4.96,true,8.0,True,2021-12-31
2552,Producto Al Auchan 1kg,Auchan,81.0,8.24,3.91,0,,True,2023-03-09
2553,Producto Allá Carrefour 6ud,Carrefour,89.0,16.04,1.4,True,5.0,True,2020-03-21
2554,Producto Hicieron Auchan 500g,Auchan,29.0,3.66,2.18,no,,True,2021-06-27
2555,Producto Proceso Auchan 250g,Auchan,70.0,1.41,1.9,True,3.0,True,2022-10-06
2556,Producto Mismo Carrefour 250g,Carrefour,76.0,17.07,1.28,no,,True,2023-04-28
2557,Producto Máximo Dia 1kg,Dia,53.0,3.01,1.57,FALSE,,True,2022-10-09
2558,Producto También Dia 500ml,Dia,14.0,11.66,2.64,0,,True,2023-03-17
2559,Producto Sobre Dia pack 3,Dia,26.0,9.29,4.74,sí,9.0,False,2024-01-15
2560,Producto Último Eroski 1kg,Eroski,37.0,5.66,2.55,1,4.0,True,2020-11-05
