cliente_id,campana,fecha_envio,canal_contacto,abrio_email,clickeo_link,compro,primer_compra_campana
103493,verano_2024,2024-06-18,email,True,False,False,
102271,verano_2024,2024-06-16,sms,,,True,2024-08-15
108255,verano_2024,2024-06-25,push,,,True,2024-08-14
109827,verano_2024,2024-06-25,sms,,,False,
108041,verano_2024,2024-06-22,email,False,,True,2024-07-20
100591,verano_2024,2024-06-29,push,,,False,
109202,verano_2024,2024-06-20,email,True,False,False,
108527,verano_2024,2024-06-28,push,,,True,2024-08-04
109702,verano_2024,2024-06-20,sms,,,True,2024-07-22
102451,verano_2024,2024-06-27,push,,,False,
110639,verano_2024,2024-06-25,push,,,True,2024-08-14
113138,verano_2024,2024-06-27,email,False,,False,
101492,verano_2024,2024-06-26,push,,,True,2024-07-27
100426,verano_2024,2024-06-25,email,False,,False,
106445,verano_2024,2024-06-17,push,,,False,
113139,verano_2024,2024-06-17,email,False,,False,
109158,verano_2024,2024-06-17,push_notification,,,True,2024-08-28
105372,verano_2024,2024-06-28,email,False,,False,
112370,verano_2024,2024-06-17,email,False,,False,
106931,verano_2024,2024-06-24,email,False,,False,
104555,verano_2024,2024-06-23,Email,False,,False,
102042,verano_2024,2024-06-15,Email,True,False,False,
102010,verano_2024,2024-06-15,Email,False,,False,
104329,verano_2024,2024-06-19,email,False,,False,
113233,verano_2024,2024-06-24,email,False,,False,
102770,verano_2024,2024-06-29,sms,,,True,2024-07-20
104464,verano_2024,2024-06-21,sms,,,False,
103257,verano_2024,2024-06-28,email,False,,False,
108399,verano_2024,2024-06-25,email,False,,False,
100474,verano_2024,2024-06-21,email,False,,False,
102313,verano_2024,2024-06-15,email,False,,False,
101399,verano_2024,2024-06-19,email,True,True,False,
112719,verano_2024,2024-06-22,email,True,True,True,2024-08-07
107992,verano_2024,2024-06-24,push,,,True,2024-07-31
107815,verano_2024,2024-06-17,sms,,,False,
111886,verano_2024,2024-06-28,email,True,False,True,2024-07-20
105298,verano_2024,2024-06-29,email,False,,False,
101912,verano_2024,2024-06-26,email,False,,False,
112691,verano_2024,2024-06-29,Email,False,,False,
101984,verano_2024,2024-06-26,email,False,,False,
113129,verano_2024,2024-06-20,sms,,,False,
103252,verano_2024,2024-06-27,sms,,,False,
102865,verano_2024,2024-06-26,email,False,,False,
110789,verano_2024,2024-06-17,push,,,False,
107199,verano_2024,2024-06-22,email,False,,False,
102178,verano_2024,2024-06-24,email,False,,False,
103878,verano_2024,2024-06-18,email,True,False,False,
102070,verano_2024,2024-06-19,push,,,False,
111806,verano_2024,2024-06-27,push,,,False,
111659,verano_2024,2024-06-17,email,True,False,False,
113749,verano_2024,2024-06-19,email,True,False,False,
104741,verano_2024,2024-06-24,email,True,False,False,
100587,verano_2024,2024-06-25,sms,,,False,
103464,verano_2024,2024-06-29,email,False,,False,
113030,verano_2024,2024-06-22,email,True,False,False,
113902,verano_2024,2024-06-19,email,False,,False,
108815,verano_2024,2024-06-21,sms,,,True,2024-08-09
107384,verano_2024,2024-06-21,Email,True,False,True,2024-07-10
103446,verano_2024,2024-06-18,push,,,False,
109215,verano_2024,2024-06-15,email,False,,False,
108540,verano_2024,2024-06-17,push,,,False,
103430,verano_2024,2024-06-27,email,False,,False,
109116,verano_2024,2024-06-16,email,False,,False,
113176,verano_2024,2024-06-16,push,,,False,
105528,verano_2024,2024-06-16,email,False,,False,
115170,verano_2024,2024-06-15,email,False,,False,
110895,verano_2024,2024-06-22,email,True,False,False,
110891,verano_2024,2024-06-28,push,,,False,
108621,verano_2024,2024-06-29,push,,,False,
110549,verano_2024,2024-06-25,email,False,,False,
108224,verano_2024,2024-06-16,email,True,False,False,
111396,verano_2024,2024-06-23,email,True,True,False,
107703,verano_2024,2024-06-17,email,False,,False,
113885,verano_2024,2024-06-20,sms,,,False,
102727,verano_2024,2024-06-27,push,,,False,
102678,verano_2024,2024-06-17,email,False,,False,
104994,verano_2024,2024-06-23,push,,,True,2024-07-14
107643,verano_2024,2024-06-18,email,True,True,False,
110666,verano_2024,2024-06-19,push,,,True,2024-08-08
107950,verano_2024,2024-06-25,email,False,,True,
103208,verano_2024,2024-06-23,email,False,,False,
105565,verano_2024,2024-06-21,email,True,False,False,
111515,verano_2024,2024-06-20,email,False,,False,
109835,verano_2024,2024-06-18,email,False,,False,
106632,verano_2024,2024-06-28,email,False,,False,
106913,verano_2024,2024-06-27,email,True,False,False,
107745,verano_2024,2024-06-16,push,,,False,
100994,verano_2024,2024-06-15,email,True,False,False,
113696,verano_2024,2024-06-16,email,True,False,False,
107389,verano_2024,2024-06-19,sms,,,False,
111298,verano_2024,2024-06-28,push,,,False,
112518,verano_2024,2024-06-23,push,,,False,
107086,verano_2024,2024-06-23,sms,,,True,2024-07-25
107235,verano_2024,2024-06-17,email,True,True,False,
101745,verano_2024,2024-06-25,email,True,False,False,
107808,verano_2024,2024-06-29,email,False,,False,
106163,verano_2024,2024-06-18,email,False,,False,
106701,verano_2024,2024-06-18,push,,,True,2024-07-13
101072,verano_2024,2024-06-29,email,False,,False,
113648,verano_2024,2024-06-25,email,False,,False,
113943,verano_2024,2024-06-23,push,,,False,
105787,verano_2024,2024-06-21,push,,,False,
100812,verano_2024,2024-06-26,Email,False,,False,
110008,verano_2024,2024-06-27,email,True,False,False,
111626,verano_2024,2024-06-26,email,True,False,False,
113280,verano_2024,2024-06-15,email,False,,False,
105640,verano_2024,2024-06-22,push,,,False,
110931,verano_2024,2024-06-16,sms,,,False,
114745,verano_2024,2024-06-23,sms,,,False,
113274,verano_2024,2024-06-17,push,,,False,
108654,verano_2024,2024-06-28,email,False,,False,
103805,verano_2024,2024-06-19,push,,,True,2024-07-07
109271,verano_2024,2024-06-25,email,True,False,False,
108130,verano_2024,2024-06-24,push,,,True,2024-07-22
103335,verano_2024,2024-06-17,email,True,True,False,
108745,verano_2024,2024-06-29,email,True,False,True,2024-07-16
100752,verano_2024,2024-06-27,SMS,,,False,
102500,verano_2024,2024-06-29,sms,,,False,
108806,verano_2024,2024-06-23,push,,,True,2024-08-11
111597,verano_2024,2024-06-17,push,,,False,
102358,verano_2024,2024-06-21,email,False,,True,2024-08-16
109174,verano_2024,2024-06-16,email,True,False,False,
102875,verano_2024,2024-06-23,email,False,,False,
112939,verano_2024,2024-06-28,Email,True,True,False,
115026,verano_2024,2024-06-24,email,False,,False,
108230,verano_2024,2024-06-22,Email,True,False,False,
109465,verano_2024,2024-06-25,email,False,,False,
113438,verano_2024,2024-06-27,email,False,,False,
114900,verano_2024,2024-06-27,push,,,True,2024-08-08
111649,verano_2024,2024-06-26,email,True,False,False,
110778,verano_2024,2024-06-26,email,False,,True,2024-07-17
102123,verano_2024,2024-06-20,email,True,False,False,
115019,verano_2024,2024-06-29,push,,,False,
109282,verano_2024,2024-06-29,email,False,,False,
114292,verano_2024,2024-06-26,email,True,False,True,2024-07-01
102175,verano_2024,2024-06-29,push,,,True,2024-08-26
105459,verano_2024,2024-06-25,email,False,,False,
110149,verano_2024,2024-06-23,email,False,,True,2024-07-27
108782,verano_2024,2024-06-26,email,False,,False,
108726,verano_2024,2024-06-17,push,,,False,
110307,verano_2024,2024-06-16,email,False,,False,
111214,verano_2024,2024-06-27,email,True,True,True,2024-07-04
113192,verano_2024,2024-06-24,email,False,,False,
101845,verano_2024,2024-06-28,email,False,,False,
109433,verano_2024,2024-06-15,email,False,,False,
112067,verano_2024,2024-06-23,push_notification,,,False,
112100,verano_2024,2024-06-17,email,True,False,True,2024-08-18
114350,verano_2024,2024-06-25,push,,,True,2024-07-17
101489,verano_2024,2024-06-15,Email,True,False,False,
113021,verano_2024,2024-06-16,sms,,,True,2024-07-22
109024,verano_2024,2024-06-18,push,,,True,2024-08-14
104378,verano_2024,2024-06-21,push_notification,,,False,
113635,verano_2024,2024-06-15,email,False,,False,
113429,verano_2024,2024-06-19,email,False,,True,2024-07-12
111057,verano_2024,2024-06-27,push,,,False,
112189,verano_2024,2024-06-28,email,False,,False,
114153,verano_2024,2024-06-17,email,True,False,False,
107904,verano_2024,2024-06-29,push,,,True,2024-07-25
102609,verano_2024,2024-06-22,push,,,False,
100963,verano_2024,2024-06-17,email,False,,False,
112899,verano_2024,2024-06-20,email,True,True,True,2024-07-17
100378,verano_2024,2024-06-25,email,True,False,False,
113369,verano_2024,2024-06-23,sms,,,True,2024-08-03
104392,verano_2024,2024-06-17,email,True,False,False,
102513,verano_2024,2024-06-20,email,False,,False,
105747,verano_2024,2024-06-27,email,False,,False,
101587,verano_2024,2024-06-21,email,True,False,False,
109737,verano_2024,2024-06-22,email,True,False,False,
102021,verano_2024,2024-06-17,email,False,,False,
111508,verano_2024,2024-06-26,email,True,False,False,
101744,verano_2024,2024-06-15,email,True,False,False,
109143,verano_2024,2024-06-27,email,True,True,False,
113512,verano_2024,2024-06-27,email,True,False,True,2024-08-17
114592,verano_2024,2024-06-25,push_notification,,,False,
105515,verano_2024,2024-06-15,email,True,False,False,
104503,verano_2024,2024-06-27,email,True,False,False,
111029,verano_2024,2024-06-29,email,False,,False,
110626,verano_2024,2024-06-15,email,False,,False,
111010,verano_2024,2024-06-19,email,True,True,False,
110862,verano_2024,2024-06-24,email,False,,False,
107229,verano_2024,2024-06-28,Email,False,,True,2024-08-04
102922,verano_2024,2024-06-16,sms,,,True,2024-07-29
105968,verano_2024,2024-06-28,push,,,False,
112107,verano_2024,2024-06-26,email,False,,True,2024-07-14
109268,verano_2024,2024-06-24,email,False,,False,
102309,verano_2024,2024-06-29,email,False,,False,
100004,verano_2024,2024-06-17,sms,,,True,2024-08-26
114720,verano_2024,2024-06-22,email,False,,False,
104078,verano_2024,2024-06-28,email,True,True,False,
114432,verano_2024,2024-06-26,email,True,True,False,
114698,verano_2024,2024-06-21,email,True,True,False,
107048,verano_2024,2024-06-18,email,False,,False,
114976,verano_2024,2024-06-29,email,True,False,False,
112944,verano_2024,2024-06-25,email,True,False,True,2024-08-29
105904,verano_2024,2024-06-21,sms,,,False,
113059,verano_2024,2024-06-16,email,True,False,False,
100961,verano_2024,2024-06-23,email,False,,False,
108599,verano_2024,2024-06-22,push,,,True,2024-07-19
111379,verano_2024,2024-06-16,sms,,,True,2024-07-06
112550,verano_2024,2024-06-16,push,,,False,
102289,verano_2024,2024-06-19,email,False,,False,
114100,verano_2024,2024-06-29,sms,,,True,2024-07-26
113080,verano_2024,2024-06-23,email,True,True,False,
106189,verano_2024,2024-06-22,email,False,,False,
113588,verano_2024,2024-06-18,push,,,False,
101115,verano_2024,2024-06-25,sms,,,True,2024-07-14
107803,verano_2024,2024-06-17,email,False,,False,
111509,verano_2024,2024-06-22,email,True,False,False,
112848,verano_2024,2024-06-23,email,False,,False,
104266,verano_2024,2024-06-16,push,,,True,
101580,verano_2024,2024-06-16,email,False,,False,
104978,verano_2024,2024-06-18,sms,,,False,
104527,verano_2024,2024-06-17,sms,,,True,2024-08-05
106934,verano_2024,2024-06-15,email,True,False,False,
108032,verano_2024,2024-06-25,email,True,False,False,
108026,verano_2024,2024-06-25,email,False,,True,2024-07-29
102502,verano_2024,2024-06-17,Email,False,,False,
103403,verano_2024,2024-06-15,email,True,True,False,
109727,verano_2024,2024-06-20,push,,,False,
103434,verano_2024,2024-06-16,email,True,False,False,
112268,verano_2024,2024-06-28,sms,,,False,
113564,verano_2024,2024-06-27,email,False,,True,2024-08-26
100971,verano_2024,2024-06-19,sms,,,True,2024-08-21
112755,verano_2024,2024-06-28,email,False,,False,
100389,verano_2024,2024-06-20,email,False,,False,
101954,verano_2024,2024-06-16,email,False,,False,
111604,verano_2024,2024-06-26,email,False,,False,
105431,verano_2024,2024-06-23,email,False,,False,
107201,verano_2024,2024-06-19,email,False,,False,
113024,verano_2024,2024-06-20,push,,,True,2024-07-01
100316,verano_2024,2024-06-26,email,True,False,False,
106443,verano_2024,2024-06-21,email,True,False,True,2024-08-08
113960,verano_2024,2024-06-25,email,False,,False,
108185,verano_2024,2024-06-16,sms,,,True,2024-07-24
108941,verano_2024,2024-06-24,push,,,False,
113219,verano_2024,2024-06-23,sms,,,False,
108761,verano_2024,2024-06-29,push,,,True,2024-08-09
112925,verano_2024,2024-06-15,push,,,True,2024-08-03
112539,verano_2024,2024-06-18,push,,,False,
100606,verano_2024,2024-06-18,email,False,,False,
109535,verano_2024,2024-06-29,email,True,False,False,
112528,verano_2024,2024-06-23,email,True,False,True,2024-08-27
109039,verano_2024,2024-06-27,email,True,False,False,
105501,verano_2024,2024-06-26,push,,,False,
110896,verano_2024,2024-06-19,email,True,False,False,
103214,verano_2024,2024-06-20,push,,,True,2024-07-04
111520,verano_2024,2024-06-27,email,True,True,False,
107729,verano_2024,2024-06-20,email,True,True,True,2024-08-07
101369,verano_2024,2024-06-20,email,False,,False,
102311,verano_2024,2024-06-26,sms,,,True,2024-08-15
101254,verano_2024,2024-06-20,email,False,,False,
103486,verano_2024,2024-06-24,email,False,,False,
102761,verano_2024,2024-06-22,email,True,True,False,
109000,verano_2024,2024-06-19,email,False,,False,
113559,verano_2024,2024-06-23,push,,,True,2024-07-03
114478,verano_2024,2024-06-25,sms,,,False,
109932,verano_2024,2024-06-24,email,False,,False,
111995,verano_2024,2024-06-16,push,,,True,2024-07-28
113112,verano_2024,2024-06-17,email,False,,False,
108631,verano_2024,2024-06-18,push,,,True,2024-07-21
109266,verano_2024,2024-06-15,email,False,,False,
107274,verano_2024,2024-06-27,email,True,False,False,
101112,verano_2024,2024-06-22,email,True,True,False,
104415,verano_2024,2024-06-18,sms,,,False,
102299,verano_2024,2024-06-19,email,True,False,False,
100638,verano_2024,2024-06-27,email,False,,False,
100249,verano_2024,2024-06-27,email,False,,False,
102272,verano_2024,2024-06-20,email,True,False,False,
100697,verano_2024,2024-06-27,email,True,True,True,2024-07-10
108775,verano_2024,2024-06-18,sms,,,True,2024-08-03
105744,verano_2024,2024-06-15,email,True,False,False,
108646,verano_2024,2024-06-15,email,False,,False,
113236,verano_2024,2024-06-20,sms,,,True,2024-07-29
104154,verano_2024,2024-06-16,email,True,False,False,
105525,verano_2024,2024-06-27,push,,,True,2024-07-13
104124,verano_2024,2024-06-15,push,,,True,2024-07-31
101517,verano_2024,2024-06-27,push,,,False,
104394,verano_2024,2024-06-17,push,,,True,2024-07-10
110442,verano_2024,2024-06-23,email,True,False,False,
100071,verano_2024,2024-06-16,email,True,False,False,
109446,verano_2024,2024-06-22,email,True,False,False,
101179,verano_2024,2024-06-26,email,True,False,False,
102685,verano_2024,2024-06-22,push,,,False,
114299,verano_2024,2024-06-21,email,True,False,False,
109700,verano_2024,2024-06-19,email,False,,False,
114651,verano_2024,2024-06-17,email,False,,False,
105816,verano_2024,2024-06-16,email,True,False,False,
108728,verano_2024,2024-06-27,email,False,,False,
111051,verano_2024,2024-06-18,email,False,,False,
108105,verano_2024,2024-06-22,email,False,,False,
114782,verano_2024,2024-06-21,email,False,,False,
109572,verano_2024,2024-06-19,email,False,,False,
110946,verano_2024,2024-06-22,email,False,,False,
100168,verano_2024,2024-06-26,sms,,,False,
110160,verano_2024,2024-06-21,sms,,,False,
108608,verano_2024,2024-06-25,email,True,True,True,2024-08-18
112798,verano_2024,2024-06-21,email,False,,False,
114049,verano_2024,2024-06-22,push_notification,,,False,
101084,verano_2024,2024-06-16,push,,,False,
105000,verano_2024,2024-06-19,push,,,True,2024-07-19
110103,verano_2024,2024-06-29,email,True,False,False,
106936,verano_2024,2024-06-23,email,False,,False,
108218,verano_2024,2024-06-23,push,,,True,2024-07-13
104131,verano_2024,2024-06-26,email,True,True,False,
113640,verano_2024,2024-06-20,email,False,,False,
110523,verano_2024,2024-06-26,email,False,,False,
111724,verano_2024,2024-06-26,email,True,True,True,2024-07-12
114268,verano_2024,2024-06-18,sms,,,True,2024-07-29
110211,verano_2024,2024-06-28,sms,,,True,2024-07-11
106960,verano_2024,2024-06-20,push,,,False,
107039,verano_2024,2024-06-17,sms,,,False,
104717,verano_2024,2024-06-17,Email,False,,False,
111864,verano_2024,2024-06-24,push,,,False,
113730,verano_2024,2024-06-27,push,,,False,
104439,verano_2024,2024-06-28,Email,False,,False,
112850,verano_2024,2024-06-16,email,True,False,False,
111238,verano_2024,2024-06-28,sms,,,False,
107365,verano_2024,2024-06-15,sms,,,False,
106276,verano_2024,2024-06-21,email,False,,False,
114767,verano_2024,2024-06-29,push,,,False,
100218,verano_2024,2024-06-24,Email,False,,False,
114433,verano_2024,2024-06-27,email,True,False,False,
106593,verano_2024,2024-06-26,email,False,,False,
102615,verano_2024,2024-06-26,push,,,True,2024-07-08
102013,verano_2024,2024-06-17,email,True,True,False,
107817,verano_2024,2024-06-24,push,,,False,
108066,verano_2024,2024-06-21,email,False,,False,
108952,verano_2024,2024-06-20,email,False,,False,
100901,verano_2024,2024-06-19,email,False,,False,
114346,verano_2024,2024-06-27,email,False,,False,
100185,verano_2024,2024-06-23,email,False,,False,
108998,verano_2024,2024-06-21,Email,True,False,False,
102217,verano_2024,2024-06-15,email,True,False,False,
110037,verano_2024,2024-06-19,push,,,False,
103388,verano_2024,2024-06-29,email,False,,False,
110141,verano_2024,2024-06-22,email,False,,False,
113356,verano_2024,2024-06-22,email,True,False,False,
103342,verano_2024,2024-06-27,push,,,False,
108875,verano_2024,2024-06-29,email,False,,False,
100593,verano_2024,2024-06-20,email,True,True,True,2024-07-04
107825,verano_2024,2024-06-28,email,True,False,True,2024-08-17
105036,verano_2024,2024-06-17,email,True,False,False,
107146,verano_2024,2024-06-15,sms,,,False,
110297,verano_2024,2024-06-28,email,False,,False,
101833,verano_2024,2024-06-15,push,,,False,
111450,verano_2024,2024-06-21,email,True,True,True,2024-07-23
104004,verano_2024,2024-06-21,push,,,True,
100539,verano_2024,2024-06-29,push,,,True,2024-08-13
110942,verano_2024,2024-06-23,email,False,,False,
109280,verano_2024,2024-06-18,push,,,True,2024-08-15
109630,verano_2024,2024-06-15,email,True,True,True,2024-07-22
103276,verano_2024,2024-06-23,email,True,False,False,
104305,verano_2024,2024-06-28,email,False,,False,
104765,verano_2024,2024-06-15,email,False,,False,
103843,verano_2024,2024-06-17,push,,,False,
109188,verano_2024,2024-06-26,push,,,True,2024-08-01
104402,verano_2024,2024-06-16,email,True,True,False,
108628,verano_2024,2024-06-19,push,,,True,2024-08-26
114674,verano_2024,2024-06-25,email,False,,False,
111002,verano_2024,2024-06-23,push,,,False,
102617,verano_2024,2024-06-29,email,False,,False,
108142,verano_2024,2024-06-27,push,,,False,
115216,verano_2024,2024-06-16,push,,,False,
106349,verano_2024,2024-06-16,email,False,,False,
105585,verano_2024,2024-06-21,email,True,True,False,
109412,verano_2024,2024-06-17,email,False,,False,
104396,verano_2024,2024-06-16,email,False,,False,
104059,verano_2024,2024-06-29,email,True,False,False,
105835,verano_2024,2024-06-23,push,,,False,
103624,verano_2024,2024-06-27,push,,,True,2024-08-11
103456,verano_2024,2024-06-25,email,False,,False,
104902,verano_2024,2024-06-23,sms,,,True,2024-07-26
114287,verano_2024,2024-06-17,email,True,False,False,
105928,verano_2024,2024-06-28,Email,True,True,False,
112475,verano_2024,2024-06-18,push,,,False,
105624,verano_2024,2024-06-25,email,False,,False,
113422,verano_2024,2024-06-26,email,False,,False,
104049,verano_2024,2024-06-23,email,False,,True,2024-08-07
104035,verano_2024,2024-06-26,email,True,True,True,2024-07-29
100466,verano_2024,2024-06-26,email,False,,False,
108094,verano_2024,2024-06-23,push,,,False,
106730,verano_2024,2024-06-29,sms,,,False,
105999,verano_2024,2024-06-20,push,,,True,2024-07-11
100114,verano_2024,2024-06-29,email,True,True,False,
102036,verano_2024,2024-06-20,email,False,,False,
111593,verano_2024,2024-06-16,email,False,,False,
100036,verano_2024,2024-06-29,email,False,,False,
111946,verano_2024,2024-06-17,email,True,False,False,
106022,verano_2024,2024-06-21,push,,,False,
113856,verano_2024,2024-06-24,Email,False,,True,2024-07-12
102020,verano_2024,2024-06-24,push,,,True,2024-07-21
103061,verano_2024,2024-06-29,email,False,,False,
111374,verano_2024,2024-06-22,email,True,False,False,
100869,verano_2024,2024-06-17,email,False,,False,
106505,verano_2024,2024-06-21,email,False,,False,
100016,verano_2024,2024-06-15,email,True,False,False,
104293,verano_2024,2024-06-15,email,False,,False,
108109,verano_2024,2024-06-17,push,,,False,
103108,verano_2024,2024-06-16,push,,,False,
108878,verano_2024,2024-06-22,email,False,,False,
109246,verano_2024,2024-06-15,email,True,True,False,
112551,verano_2024,2024-06-19,email,False,,False,
105889,verano_2024,2024-06-29,push,,,True,2024-07-01
112531,verano_2024,2024-06-16,email,True,True,False,
106293,verano_2024,2024-06-19,email,True,False,False,
105730,verano_2024,2024-06-25,email,False,,False,
107754,verano_2024,2024-06-20,email,False,,False,
105147,verano_2024,2024-06-23,push,,,False,
107172,verano_2024,2024-06-16,email,True,False,False,
102335,verano_2024,2024-06-17,email,True,False,False,
112164,verano_2024,2024-06-22,email,False,,False,
104630,verano_2024,2024-06-23,push,,,False,
106854,verano_2024,2024-06-17,push,,,True,2024-08-11
111601,verano_2024,2024-06-17,email,True,False,False,
106062,verano_2024,2024-06-15,email,False,,False,
104468,verano_2024,2024-06-19,email,False,,False,
108288,verano_2024,2024-06-24,email,False,,False,
114315,verano_2024,2024-06-27,push,,,True,2024-07-01
101852,verano_2024,2024-06-21,push,,,False,
108651,verano_2024,2024-06-15,email,False,,False,
113175,verano_2024,2024-06-26,sms,,,False,
111307,verano_2024,2024-06-29,email,True,False,False,
114858,verano_2024,2024-06-19,push,,,False,
109408,verano_2024,2024-06-28,email,True,False,False,
112264,verano_2024,2024-06-26,email,False,,False,
111844,verano_2024,2024-06-18,email,True,False,False,
114102,verano_2024,2024-06-29,email,True,False,False,
112105,verano_2024,2024-06-24,push,,,False,
113012,verano_2024,2024-06-17,email,False,,False,
108914,verano_2024,2024-06-23,push,,,True,2024-08-21
105814,verano_2024,2024-06-28,email,False,,False,
102958,verano_2024,2024-06-19,push,,,False,
106804,verano_2024,2024-06-26,email,False,,False,
112976,verano_2024,2024-06-18,push,,,False,
113067,verano_2024,2024-06-26,email,True,True,True,2024-07-05
100084,verano_2024,2024-06-22,email,False,,False,
111785,verano_2024,2024-06-20,Email,False,,False,
110010,verano_2024,2024-06-27,email,True,False,False,
109664,verano_2024,2024-06-18,Email,False,,False,
105514,verano_2024,2024-06-28,email,False,,False,
110451,verano_2024,2024-06-18,push,,,False,
101003,verano_2024,2024-06-29,email,False,,False,
111135,verano_2024,2024-06-17,email,False,,False,
112522,verano_2024,2024-06-29,email,True,False,False,
105822,verano_2024,2024-06-15,email,True,False,False,
113001,verano_2024,2024-06-22,email,False,,False,
104275,verano_2024,2024-06-24,sms,,,False,
110098,verano_2024,2024-06-15,email,False,,False,
111548,verano_2024,2024-06-27,push,,,True,
102216,verano_2024,2024-06-24,push,,,False,
107518,verano_2024,2024-06-24,email,True,False,False,
100536,verano_2024,2024-06-27,email,True,False,False,
111122,verano_2024,2024-06-21,push,,,True,2024-08-16
101483,verano_2024,2024-06-21,email,False,,False,
114603,verano_2024,2024-06-20,email,False,,False,
112163,verano_2024,2024-06-18,push,,,False,
103707,verano_2024,2024-06-19,push,,,False,
102326,verano_2024,2024-06-27,email,False,,False,
107768,verano_2024,2024-06-23,email,False,,False,
111493,verano_2024,2024-06-22,push,,,False,
101484,verano_2024,2024-06-19,push,,,False,
105679,verano_2024,2024-06-29,email,False,,False,
106699,verano_2024,2024-06-15,push,,,False,
111255,verano_2024,2024-06-21,email,True,False,False,
114709,verano_2024,2024-06-16,email,False,,False,
107316,verano_2024,2024-06-26,email,False,,False,
115073,verano_2024,2024-06-22,email,True,False,False,
108410,verano_2024,2024-06-15,push,,,True,2024-08-02
103685,verano_2024,2024-06-23,email,True,False,False,
112167,verano_2024,2024-06-26,push,,,False,
101859,verano_2024,2024-06-26,push,,,False,
104961,verano_2024,2024-06-28,email,False,,False,
100248,verano_2024,2024-06-20,email,True,False,False,
110235,verano_2024,2024-06-18,email,False,,False,
111499,verano_2024,2024-06-25,email,True,True,False,
108401,verano_2024,2024-06-26,email,True,False,False,
108367,verano_2024,2024-06-26,email,False,,False,
111767,verano_2024,2024-06-25,push_notification,,,False,
109729,verano_2024,2024-06-22,email,True,False,False,
104460,verano_2024,2024-06-24,push,,,False,
111070,verano_2024,2024-06-20,email,False,,False,
114224,verano_2024,2024-06-15,email,True,False,False,
107459,verano_2024,2024-06-15,sms,,,True,2024-07-04
109458,verano_2024,2024-06-23,Email,False,,False,
102168,verano_2024,2024-06-22,push,,,True,2024-08-15
113922,verano_2024,2024-06-17,sms,,,False,
111113,verano_2024,2024-06-24,email,False,,False,
106930,verano_2024,2024-06-23,push,,,True,2024-08-01
113982,verano_2024,2024-06-27,email,False,,False,
110119,verano_2024,2024-06-15,email,True,False,False,
110339,verano_2024,2024-06-26,push,,,False,
109061,verano_2024,2024-06-23,email,False,,False,
100873,verano_2024,2024-06-22,email,False,,False,
108060,verano_2024,2024-06-28,push,,,False,
109337,verano_2024,2024-06-16,email,True,True,False,
111435,verano_2024,2024-06-21,email,False,,False,
100136,verano_2024,2024-06-18,email,True,False,False,
103290,verano_2024,2024-06-21,email,True,False,False,
102997,verano_2024,2024-06-16,email,True,False,False,
103821,verano_2024,2024-06-20,email,True,False,False,
110242,verano_2024,2024-06-25,email,False,,False,
101044,verano_2024,2024-06-19,push,,,False,
108770,verano_2024,2024-06-22,email,True,True,False,
111680,verano_2024,2024-06-25,email,False,,False,
101086,verano_2024,2024-06-29,Email,False,,False,
112342,verano_2024,2024-06-15,sms,,,True,2024-07-25
114551,verano_2024,2024-06-20,email,False,,False,
107047,verano_2024,2024-06-28,email,True,False,False,
106585,verano_2024,2024-06-28,email,False,,False,
109900,verano_2024,2024-06-20,email,False,,False,
102113,verano_2024,2024-06-22,email,False,,False,
101352,verano_2024,2024-06-15,sms,,,False,
107376,verano_2024,2024-06-24,email,False,,True,2024-08-15
103194,verano_2024,2024-06-16,email,True,True,False,
100867,verano_2024,2024-06-20,email,False,,False,
102407,verano_2024,2024-06-16,email,True,False,False,
110870,verano_2024,2024-06-24,email,False,,False,
100275,verano_2024,2024-06-27,push,,,False,
110690,verano_2024,2024-06-24,email,True,False,False,
110369,verano_2024,2024-06-27,push,,,False,
105815,verano_2024,2024-06-16,push,,,False,
101148,verano_2024,2024-06-16,email,False,,False,
115194,verano_2024,2024-06-28,push_notification,,,False,
106435,verano_2024,2024-06-21,email,False,,False,
112948,verano_2024,2024-06-24,push,,,False,
102885,verano_2024,2024-06-27,email,False,,False,
112119,verano_2024,2024-06-29,email,False,,False,
107531,verano_2024,2024-06-23,email,False,,False,
104025,verano_2024,2024-06-21,email,False,,False,
104343,verano_2024,2024-06-16,email,False,,False,
113681,verano_2024,2024-06-15,email,True,False,True,2024-07-05
112703,verano_2024,2024-06-16,Email,False,,False,
101905,verano_2024,2024-06-16,email,False,,False,
100834,verano_2024,2024-06-18,email,False,,False,
108497,verano_2024,2024-06-25,push,,,True,2024-08-19
110033,verano_2024,2024-06-22,sms,,,False,
108792,verano_2024,2024-06-23,Email,False,,False,
103722,verano_2024,2024-06-24,push,,,False,
107533,verano_2024,2024-06-23,email,False,,False,
101176,verano_2024,2024-06-28,push,,,False,
104111,verano_2024,2024-06-28,sms,,,False,
107503,verano_2024,2024-06-26,push,,,False,
106886,verano_2024,2024-06-15,email,False,,False,
102679,verano_2024,2024-06-16,email,False,,False,
104430,verano_2024,2024-06-20,sms,,,False,
111881,verano_2024,2024-06-29,email,True,False,False,
106837,verano_2024,2024-06-21,sms,,,False,
104851,verano_2024,2024-06-20,push_notification,,,False,
112743,verano_2024,2024-06-20,email,True,False,False,
115067,verano_2024,2024-06-20,email,False,,False,
114467,verano_2024,2024-06-19,email,False,,False,
106927,verano_2024,2024-06-23,email,True,False,False,
